Plot Title: HRO080805	
8/29/05 11:00	10.99
8/29/05 11:30	10.68
8/29/05 12:00	11.14
8/29/05 12:30	10.99
8/29/05 13:00	11.14
8/29/05 13:30	10.99
8/29/05 14:00	11.44
8/29/05 14:30	11.75
8/29/05 15:00	11.14
8/29/05 15:30	10.99
8/29/05 16:00	11.75
8/29/05 16:30	10.68
8/29/05 17:00	10.53
8/29/05 17:30	10.53
8/29/05 18:00	10.37
8/29/05 18:30	10.22
8/29/05 19:00	10.06
8/29/05 19:30	9.9
8/29/05 20:00	9.59
8/29/05 20:30	10.22
8/29/05 21:00	10.37
8/29/05 21:30	9.9
8/29/05 22:00	9.29
8/29/05 22:30	9.75
8/29/05 23:00	9.59
8/29/05 23:30	12.53
8/30/05 0:00	10.99
8/30/05 0:30	13.3
8/30/05 1:00	12.53
8/30/05 1:30	11.44
8/30/05 2:00	11.75
8/30/05 2:30	12.68
8/30/05 3:00	12.84
8/30/05 3:30	11.91
8/30/05 4:00	12.22
8/30/05 4:30	11.44
8/30/05 5:00	11.29
8/30/05 5:30	10.99
8/30/05 6:00	10.68
8/30/05 6:30	10.53
8/30/05 7:00	9.9
8/30/05 7:30	9.75
8/30/05 8:00	10.22
8/30/05 8:30	9.29
8/30/05 9:00	9.44
8/30/05 9:30	9.75
8/30/05 10:00	10.37
8/30/05 10:30	9.59
8/30/05 11:00	10.53
8/30/05 11:30	9.75
8/30/05 12:00	9.44
8/30/05 12:30	9.59
8/30/05 13:00	10.53
8/30/05 13:30	10.22
8/30/05 14:00	11.75
8/30/05 14:30	10.99
8/30/05 15:00	11.6
8/30/05 15:30	11.29
8/30/05 16:00	10.53
8/30/05 16:30	11.6
8/30/05 17:00	11.14
8/30/05 17:30	11.14
8/30/05 18:00	10.53
8/30/05 18:30	10.53
8/30/05 19:00	10.37
8/30/05 19:30	9.59
8/30/05 20:00	9.75
8/30/05 20:30	9.29
8/30/05 21:00	9.59
8/30/05 21:30	9.44
8/30/05 22:00	8.98
8/30/05 22:30	9.13
8/30/05 23:00	9.9
8/30/05 23:30	9.29
8/31/05 0:00	10.06
8/31/05 0:30	10.06
8/31/05 1:00	10.37
8/31/05 1:30	11.44
8/31/05 2:00	11.14
8/31/05 2:30	10.99
8/31/05 3:00	10.53
8/31/05 3:30	11.44
8/31/05 4:00	11.14
8/31/05 4:30	10.68
8/31/05 5:00	10.99
8/31/05 5:30	10.99
8/31/05 6:00	11.29
8/31/05 6:30	10.99
8/31/05 7:00	10.22
8/31/05 7:30	9.75
8/31/05 8:00	9.59
8/31/05 8:30	9.59
8/31/05 9:00	8.98
8/31/05 9:30	9.13
8/31/05 10:00	9.59
8/31/05 10:30	9.9
8/31/05 11:00	8.98
8/31/05 11:30	10.37
8/31/05 12:00	9.9
8/31/05 12:30	9.75
8/31/05 13:00	10.37
8/31/05 13:30	9.9
8/31/05 14:00	10.37
8/31/05 14:30	10.22
8/31/05 15:00	10.53
8/31/05 15:30	9.29
8/31/05 16:00	9.9
8/31/05 16:30	10.83
8/31/05 17:00	10.37
8/31/05 17:30	11.14
8/31/05 18:00	10.53
8/31/05 18:30	9.75
8/31/05 19:00	10.22
8/31/05 19:30	8.52
8/31/05 20:00	8.82
8/31/05 20:30	8.82
8/31/05 21:00	8.82
8/31/05 21:30	9.44
8/31/05 22:00	8.52
8/31/05 22:30	8.52
8/31/05 23:00	9.59
8/31/05 23:30	9.59
9/1/05 0:00	10.22
9/1/05 0:30	9.9
9/1/05 1:00	9.9
9/1/05 1:30	9.44
9/1/05 2:00	9.44
9/1/05 2:30	9.29
9/1/05 3:00	8.98
9/1/05 3:30	9.75
9/1/05 4:00	9.59
9/1/05 4:30	9.9
9/1/05 5:00	9.59
9/1/05 5:30	9.13
9/1/05 6:00	9.59
9/1/05 6:30	8.98
9/1/05 7:00	8.82
9/1/05 7:30	8.82
9/1/05 8:00	8.52
9/1/05 8:30	9.29
9/1/05 9:00	8.21
9/1/05 9:30	8.21
9/1/05 10:00	8.36
9/1/05 10:30	9.13
9/1/05 11:00	8.52
9/1/05 11:30	8.52
9/1/05 12:00	8.82
9/1/05 12:30	8.82
9/1/05 13:00	8.82
9/1/05 13:30	8.52
9/1/05 14:00	8.67
9/1/05 14:30	8.52
9/1/05 15:00	8.67
9/1/05 15:30	8.67
9/1/05 16:00	8.82
9/1/05 16:30	8.67
9/1/05 17:00	8.52
9/1/05 17:30	8.52
9/1/05 18:00	8.67
9/1/05 18:30	8.82
9/1/05 19:00	8.21
9/1/05 19:30	8.52
9/1/05 20:00	8.36
9/1/05 20:30	8.36
9/1/05 21:00	8.52
9/1/05 21:30	8.36
9/1/05 22:00	8.21
9/1/05 22:30	7.75
9/1/05 23:00	7.9
9/1/05 23:30	7.75
9/2/05 0:00	8.06
9/2/05 0:30	8.21
9/2/05 1:00	8.06
9/2/05 1:30	8.21
9/2/05 2:00	8.06
9/2/05 2:30	7.9
9/2/05 3:00	8.36
9/2/05 3:30	9.29
9/2/05 4:00	8.98
9/2/05 4:30	8.67
9/2/05 5:00	8.67
9/2/05 5:30	8.52
9/2/05 6:00	8.67
9/2/05 6:30	8.67
9/2/05 7:00	8.36
9/2/05 7:30	7.9
9/2/05 8:00	8.36
9/2/05 8:30	8.36
9/2/05 9:00	8.67
9/2/05 9:30	8.21
9/2/05 10:00	7.9
9/2/05 10:30	8.06
9/2/05 11:00	7.9
9/2/05 11:30	7.6
9/2/05 12:00	7.44
9/2/05 12:30	8.52
9/2/05 13:00	8.67
9/2/05 13:30	8.36
9/2/05 14:00	8.36
9/2/05 14:30	8.67
9/2/05 15:00	8.52
9/2/05 15:30	8.52
9/2/05 16:00	8.52
9/2/05 16:30	8.36
9/2/05 17:00	8.36
9/2/05 17:30	8.36
9/2/05 18:00	9.13
9/2/05 18:30	9.59
9/2/05 19:00	8.98
9/2/05 19:30	10.37
9/2/05 20:00	9.9
9/2/05 20:30	10.68
9/2/05 21:00	9.59
9/2/05 21:30	8.82
9/2/05 22:00	8.52
9/2/05 22:30	8.21
9/2/05 23:00	8.21
9/2/05 23:30	8.06
9/3/05 0:00	8.36
9/3/05 0:30	8.36
9/3/05 1:00	8.36
9/3/05 1:30	8.67
9/3/05 2:00	9.59
9/3/05 2:30	9.44
9/3/05 3:00	9.13
9/3/05 3:30	9.44
9/3/05 4:00	9.75
9/3/05 4:30	9.29
9/3/05 5:00	9.13
9/3/05 5:30	8.98
9/3/05 6:00	9.59
9/3/05 6:30	9.29
9/3/05 7:00	10.22
9/3/05 7:30	8.98
9/3/05 8:00	10.06
9/3/05 8:30	11.44
9/3/05 9:00	9.29
9/3/05 9:30	9.29
9/3/05 10:00	8.98
9/3/05 10:30	8.82
9/3/05 11:00	8.52
9/3/05 11:30	8.67
9/3/05 12:00	8.52
9/3/05 12:30	8.52
9/3/05 13:00	8.67
9/3/05 13:30	9.44
9/3/05 14:00	8.98
9/3/05 14:30	9.59
9/3/05 15:00	9.29
9/3/05 15:30	9.59
9/3/05 16:00	9.44
9/3/05 16:30	9.44
9/3/05 17:00	9.59
9/3/05 17:30	10.22
9/3/05 18:00	9.59
9/3/05 18:30	9.29
9/3/05 19:00	9.75
9/3/05 19:30	9.13
9/3/05 20:00	9.59
9/3/05 20:30	9.29
9/3/05 21:00	9.59
9/3/05 21:30	9.29
9/3/05 22:00	8.82
9/3/05 22:30	8.98
9/3/05 23:00	8.82
9/3/05 23:30	8.52
9/4/05 0:00	8.67
9/4/05 0:30	8.52
9/4/05 1:00	8.82
9/4/05 1:30	8.98
9/4/05 2:00	9.29
9/4/05 2:30	9.59
9/4/05 3:00	10.53
9/4/05 3:30	11.29
9/4/05 4:00	10.53
9/4/05 4:30	10.22
9/4/05 5:00	10.06
9/4/05 5:30	10.22
9/4/05 6:00	10.37
9/4/05 6:30	10.22
9/4/05 7:00	10.22
9/4/05 7:30	10.22
9/4/05 8:00	9.75
9/4/05 8:30	10.22
9/4/05 9:00	9.75
9/4/05 9:30	9.59
9/4/05 10:00	9.9
9/4/05 10:30	9.29
9/4/05 11:00	9.59
9/4/05 11:30	9.13
9/4/05 12:00	9.29
9/4/05 12:30	10.83
9/4/05 13:00	13.91
9/4/05 13:30	9.44
9/4/05 14:00	10.22
9/4/05 14:30	11.14
9/4/05 15:00	10.53
9/4/05 15:30	10.83
9/4/05 16:00	10.83
9/4/05 16:30	11.29
9/4/05 17:00	11.14
9/4/05 17:30	11.29
9/4/05 18:00	11.29
9/4/05 18:30	10.99
9/4/05 19:00	10.68
9/4/05 19:30	11.44
9/4/05 20:00	11.14
9/4/05 20:30	10.37
9/4/05 21:00	10.06
9/4/05 21:30	11.44
9/4/05 22:00	11.91
9/4/05 22:30	11.91
9/4/05 23:00	10.83
9/4/05 23:30	12.22
9/5/05 0:00	11.29
9/5/05 0:30	10.68
9/5/05 1:00	12.84
9/5/05 1:30	10.83
9/5/05 2:00	12.68
9/5/05 2:30	11.14
9/5/05 3:00	11.29
9/5/05 3:30	10.53
9/5/05 4:00	12.37
9/5/05 4:30	11.75
9/5/05 5:00	11.44
9/5/05 5:30	11.91
9/5/05 6:00	12.06
9/5/05 6:30	11.75
9/5/05 7:00	12.06
9/5/05 7:30	12.99
9/5/05 8:00	12.53
9/5/05 8:30	13.3
9/5/05 9:00	11.75
9/5/05 9:30	11.44
9/5/05 10:00	10.22
9/5/05 10:30	10.22
9/5/05 11:00	10.22
9/5/05 11:30	10.06
9/5/05 12:00	10.99
9/5/05 12:30	15.63
9/5/05 13:00	11.14
9/5/05 13:30	12.53
9/5/05 14:00	12.22
9/5/05 14:30	12.53
9/5/05 15:00	12.22
9/5/05 15:30	12.37
9/5/05 16:00	12.53
9/5/05 16:30	12.37
9/5/05 17:00	13.15
9/5/05 17:30	12.68
9/5/05 18:00	13.45
9/5/05 18:30	12.37
9/5/05 19:00	12.22
9/5/05 19:30	13.45
9/5/05 20:00	13.61
9/5/05 20:30	13.15
9/5/05 21:00	12.37
9/5/05 21:30	14.07
9/5/05 22:00	13.61
9/5/05 22:30	12.22
9/5/05 23:00	11.91
9/5/05 23:30	11.14
9/6/05 0:00	11.44
9/6/05 0:30	12.37
9/6/05 1:00	11.14
9/6/05 1:30	11.44
9/6/05 2:00	12.37
9/6/05 2:30	12.37
9/6/05 3:00	12.84
9/6/05 3:30	12.68
9/6/05 4:00	13.3
9/6/05 4:30	13.15
9/6/05 5:00	13.61
9/6/05 5:30	14.69
9/6/05 6:00	14.53
9/6/05 6:30	13.15
9/6/05 7:00	14.53
9/6/05 7:30	14.53
9/6/05 8:00	14.22
9/6/05 8:30	12.84
9/6/05 9:00	13.61
9/6/05 9:30	12.84
9/6/05 10:00	13.3
9/6/05 10:30	11.75
9/6/05 11:00	11.29
9/6/05 11:30	11.44
9/6/05 12:00	11.29
9/6/05 12:30	10.83
9/6/05 13:00	12.99
9/6/05 13:30	11.75
9/6/05 14:00	12.06
9/6/05 14:30	12.22
9/6/05 15:00	12.37
9/6/05 15:30	14.07
9/6/05 16:00	13.76
9/6/05 16:30	12.84
9/6/05 17:00	12.53
9/6/05 17:30	11.75
9/6/05 18:00	11.44
9/6/05 18:30	11.6
9/6/05 19:00	11.91
9/6/05 19:30	13.61
9/6/05 20:00	13.3
9/6/05 20:30	14.07
9/6/05 21:00	13.45
9/6/05 21:30	12.99
9/6/05 22:00	12.84
9/6/05 22:30	12.68
9/6/05 23:00	11.6
9/6/05 23:30	11.91
9/7/05 0:00	12.37
9/7/05 0:30	13.76
9/7/05 1:00	12.68
9/7/05 1:30	10.68
9/7/05 2:00	10.68
9/7/05 2:30	11.6
9/7/05 3:00	13.45
9/7/05 3:30	12.37
9/7/05 4:00	12.53
9/7/05 4:30	11.75
9/7/05 5:00	11.75
9/7/05 5:30	12.53
9/7/05 6:00	12.53
9/7/05 6:30	13.45
9/7/05 7:00	13.15
9/7/05 7:30	12.84
9/7/05 8:00	13.3
9/7/05 8:30	13.91
9/7/05 9:00	14.22
9/7/05 9:30	13.45
9/7/05 10:00	11.91
9/7/05 10:30	11.91
9/7/05 11:00	11.44
9/7/05 11:30	10.83
9/7/05 12:00	9.9
9/7/05 12:30	10.83
9/7/05 13:00	10.68
9/7/05 13:30	10.53
9/7/05 14:00	10.53
9/7/05 14:30	12.84
9/7/05 15:00	12.22
9/7/05 15:30	13.91
9/7/05 16:00	12.68
9/7/05 16:30	10.83
9/7/05 17:00	13.45
9/7/05 17:30	12.84
9/7/05 18:00	17.05
9/7/05 18:30	15.48
9/7/05 19:00	12.37
9/7/05 19:30	12.84
9/7/05 20:00	12.99
9/7/05 20:30	12.22
9/7/05 21:00	13.61
9/7/05 21:30	13.3
9/7/05 22:00	12.68
9/7/05 22:30	10.83
9/7/05 23:00	10.68
9/7/05 23:30	9.59
9/8/05 0:00	9.9
9/8/05 0:30	9.75
9/8/05 1:00	10.53
9/8/05 1:30	10.06
9/8/05 2:00	10.37
9/8/05 2:30	10.37
9/8/05 3:00	11.6
9/8/05 3:30	9.75
9/8/05 4:00	12.99
9/8/05 4:30	12.99
9/8/05 5:00	11.91
9/8/05 5:30	12.37
9/8/05 6:00	12.22
9/8/05 6:30	12.06
9/8/05 7:00	12.06
9/8/05 7:30	12.06
9/8/05 8:00	12.22
9/8/05 8:30	11.75
9/8/05 9:00	12.22
9/8/05 9:30	12.22
9/8/05 10:00	13.3
9/8/05 10:30	12.06
9/8/05 11:00	11.6
9/8/05 11:30	11.91
9/8/05 12:00	11.29
9/8/05 12:30	10.53
9/8/05 13:00	9.75
9/8/05 13:30	9.29
9/8/05 14:00	9.44
9/8/05 14:30	9.59
9/8/05 15:00	9.29
9/8/05 15:30	9.59
9/8/05 16:00	11.29
9/8/05 16:30	15.16
9/8/05 17:00	10.53
9/8/05 17:30	11.14
9/8/05 18:00	10.99
9/8/05 18:30	11.44
9/8/05 19:00	10.68
9/8/05 19:30	10.83
9/8/05 20:00	10.83
9/8/05 20:30	10.37
9/8/05 21:00	10.68
9/8/05 21:30	10.37
9/8/05 22:00	11.29
9/8/05 22:30	10.22
9/8/05 23:00	10.83
9/8/05 23:30	9.29
9/9/05 0:00	9.59
9/9/05 0:30	9.9
9/9/05 1:00	9.13
9/9/05 1:30	8.21
9/9/05 2:00	8.36
9/9/05 2:30	8.36
9/9/05 3:00	8.36
9/9/05 3:30	8.52
9/9/05 4:00	8.52
9/9/05 4:30	9.59
9/9/05 5:00	9.29
9/9/05 5:30	11.44
9/9/05 6:00	10.06
9/9/05 6:30	10.83
9/9/05 7:00	9.75
9/9/05 7:30	9.29
9/9/05 8:00	9.29
9/9/05 8:30	9.44
9/9/05 9:00	9.75
9/9/05 9:30	10.22
9/9/05 10:00	10.37
9/9/05 10:30	9.75
9/9/05 11:00	9.59
9/9/05 11:30	9.75
9/9/05 12:00	9.59
9/9/05 12:30	9.44
9/9/05 13:00	9.44
9/9/05 13:30	9.44
9/9/05 14:00	8.98
9/9/05 14:30	9.44
9/9/05 15:00	9.13
9/9/05 15:30	9.29
9/9/05 16:00	9.44
9/9/05 16:30	10.22
9/9/05 17:00	9.9
9/9/05 17:30	10.22
9/9/05 18:00	9.75
9/9/05 18:30	13.61
9/9/05 19:00	15.63
9/9/05 19:30	15.79
9/9/05 20:00	12.68
9/9/05 20:30	11.14
9/9/05 21:00	11.75
9/9/05 21:30	11.75
9/9/05 22:00	11.14
9/9/05 22:30	10.83
9/9/05 23:00	10.53
9/9/05 23:30	10.37
9/10/05 0:00	10.53
9/10/05 0:30	9.29
9/10/05 1:00	10.83
9/10/05 1:30	10.22
9/10/05 2:00	9.59
9/10/05 2:30	10.83
9/10/05 3:00	9.59
9/10/05 3:30	9.75
9/10/05 4:00	9.59
9/10/05 4:30	10.22
9/10/05 5:00	10.37
9/10/05 5:30	10.06
9/10/05 6:00	10.37
9/10/05 6:30	10.37
9/10/05 7:00	11.44
9/10/05 7:30	10.83
9/10/05 8:00	11.14
9/10/05 8:30	14.07
9/10/05 9:00	11.44
9/10/05 9:30	11.91
9/10/05 10:00	11.14
9/10/05 10:30	13.61
9/10/05 11:00	12.06
9/10/05 11:30	12.06
9/10/05 12:00	11.14
9/10/05 12:30	12.22
9/10/05 13:00	10.83
9/10/05 13:30	10.53
9/10/05 14:00	9.9
9/10/05 14:30	9.59
9/10/05 15:00	10.06
9/10/05 15:30	10.22
9/10/05 16:00	10.06
9/10/05 16:30	11.14
9/10/05 17:00	11.14
9/10/05 17:30	11.6
9/10/05 18:00	10.99
9/10/05 18:30	11.75
9/10/05 19:00	12.22
9/10/05 19:30	12.37
9/10/05 20:00	12.68
9/10/05 20:30	12.84
9/10/05 21:00	11.91
9/10/05 21:30	13.15
9/10/05 22:00	12.99
9/10/05 22:30	12.53
9/10/05 23:00	12.68
9/10/05 23:30	12.53
9/11/05 0:00	12.22
9/11/05 0:30	11.29
9/11/05 1:00	11.44
9/11/05 1:30	11.75
9/11/05 2:00	11.29
9/11/05 2:30	10.83
9/11/05 3:00	10.53
9/11/05 3:30	10.22
9/11/05 4:00	10.22
9/11/05 4:30	10.37
9/11/05 5:00	10.68
9/11/05 5:30	11.14
9/11/05 6:00	12.37
9/11/05 6:30	12.84
9/11/05 7:00	14.07
9/11/05 7:30	13.76
9/11/05 8:00	12.68
9/11/05 8:30	14.53
9/11/05 9:00	14.38
9/11/05 9:30	13.61
9/11/05 10:00	13.61
9/11/05 10:30	12.22
9/11/05 11:00	12.22
9/11/05 11:30	13.15
9/11/05 12:00	12.22
9/11/05 12:30	12.06
9/11/05 13:00	12.06
9/11/05 13:30	11.44
9/11/05 14:00	11.75
9/11/05 14:30	11.91
9/11/05 15:00	11.14
9/11/05 15:30	12.22
9/11/05 16:00	12.22
9/11/05 16:30	11.91
9/11/05 17:00	12.22
9/11/05 17:30	12.22
9/11/05 18:00	12.84
9/11/05 18:30	12.68
9/11/05 19:00	14.07
9/11/05 19:30	14.38
9/11/05 20:00	14.07
9/11/05 20:30	13.15
9/11/05 21:00	15.16
9/11/05 21:30	14.84
9/11/05 22:00	15.79
9/11/05 22:30	15.32
9/11/05 23:00	15.32
9/11/05 23:30	15.32
9/12/05 0:00	14.84
9/12/05 0:30	14.53
9/12/05 1:00	13.45
9/12/05 1:30	13.76
9/12/05 2:00	12.99
9/12/05 2:30	11.75
9/12/05 3:00	10.99
9/12/05 3:30	10.22
9/12/05 4:00	11.29
9/12/05 4:30	11.14
9/12/05 5:00	9.75
9/12/05 5:30	10.99
9/12/05 6:00	9.75
9/12/05 6:30	10.22
9/12/05 7:00	10.06
9/12/05 7:30	10.99
9/12/05 8:00	11.75
9/12/05 8:30	10.68
9/12/05 9:00	11.29
9/12/05 9:30	10.53
9/12/05 10:00	11.91
9/12/05 10:30	12.06
9/12/05 11:00	12.99
9/12/05 11:30	10.68
9/12/05 12:00	10.68
9/12/05 12:30	10.68
9/12/05 13:00	10.68
9/12/05 13:30	10.83
9/12/05 14:00	10.53
9/12/05 14:30	10.68
9/12/05 15:00	10.68
9/12/05 15:30	9.59
9/12/05 16:00	9.75
9/12/05 16:30	9.44
9/12/05 17:00	8.67
9/12/05 17:30	8.67
9/12/05 18:00	9.29
9/12/05 18:30	9.59
9/12/05 19:00	9.44
9/12/05 19:30	13.91
9/12/05 20:00	12.68
9/12/05 20:30	15
9/12/05 21:00	12.84
9/12/05 21:30	10.83
9/12/05 22:00	15.32
9/12/05 22:30	14.84
9/12/05 23:00	14.69
9/12/05 23:30	14.84
9/13/05 0:00	12.37
9/13/05 0:30	12.22
9/13/05 1:00	12.99
9/13/05 1:30	13.3
9/13/05 2:00	11.6
9/13/05 2:30	12.22
9/13/05 3:00	12.06
9/13/05 3:30	10.68
9/13/05 4:00	10.37
9/13/05 4:30	10.06
9/13/05 5:00	10.37
9/13/05 5:30	12.37
9/13/05 6:00	10.06
9/13/05 6:30	12.37
9/13/05 7:00	10.83
9/13/05 7:30	10.99
9/13/05 8:00	11.44
9/13/05 8:30	11.14
9/13/05 9:00	12.99
9/13/05 9:30	12.99
9/13/05 10:00	13.45
9/13/05 10:30	13.91
9/13/05 11:00	14.38
9/13/05 11:30	13.3
9/13/05 12:00	13.76
9/13/05 12:30	13.61
9/13/05 13:00	13.3
9/13/05 13:30	12.99
9/13/05 14:00	13.3
9/13/05 14:30	12.84
9/13/05 15:00	12.53
9/13/05 15:30	11.75
9/13/05 16:00	12.22
9/13/05 16:30	11.44
9/13/05 17:00	11.29
9/13/05 17:30	11.14
9/13/05 18:00	10.68
9/13/05 18:30	10.99
9/13/05 19:00	11.44
9/13/05 19:30	12.68
9/13/05 20:00	11.6
9/13/05 20:30	11.14
9/13/05 21:00	14.07
9/13/05 21:30	13.15
9/13/05 22:00	12.99
9/13/05 22:30	13.45
9/13/05 23:00	13.3
9/13/05 23:30	13.76
9/14/05 0:00	13.91
9/14/05 0:30	13.91
9/14/05 1:00	13.76
9/14/05 1:30	13.45
9/14/05 2:00	13.61
9/14/05 2:30	13.3
9/14/05 3:00	12.84
9/14/05 3:30	12.84
9/14/05 4:00	13.15
9/14/05 4:30	12.68
9/14/05 5:00	12.68
9/14/05 5:30	11.91
9/14/05 6:00	12.37
9/14/05 6:30	11.75
9/14/05 7:00	12.22
9/14/05 7:30	11.44
9/14/05 8:00	11.91
9/14/05 8:30	12.53
9/14/05 9:00	11.75
9/14/05 9:30	12.84
9/14/05 10:00	12.37
9/14/05 10:30	12.37
9/14/05 11:00	12.84
9/14/05 11:30	13.61
9/14/05 12:00	12.99
9/14/05 12:30	13.76
9/14/05 13:00	13.91
9/14/05 13:30	12.99
9/14/05 14:00	12.84
9/14/05 14:30	12.99
9/14/05 15:00	12.68
9/14/05 15:30	12.22
9/14/05 16:00	12.68
9/14/05 16:30	12.22
9/14/05 17:00	10.99
9/14/05 17:30	10.53
9/14/05 18:00	10.06
9/14/05 18:30	10.06
9/14/05 19:00	9.75
9/14/05 19:30	9.59
9/14/05 20:00	9.29
9/14/05 20:30	8.82
9/14/05 21:00	8.82
9/14/05 21:30	9.9
9/14/05 22:00	10.22
9/14/05 22:30	12.22
9/14/05 23:00	13.15
9/14/05 23:30	12.99
9/15/05 0:00	13.91
9/15/05 0:30	13.76
9/15/05 1:00	13.61
9/15/05 1:30	12.84
9/15/05 2:00	12.99
9/15/05 2:30	12.22
9/15/05 3:00	12.22
9/15/05 3:30	12.37
9/15/05 4:00	12.37
9/15/05 4:30	12.22
9/15/05 5:00	12.06
9/15/05 5:30	10.99
9/15/05 6:00	11.44
9/15/05 6:30	10.83
9/15/05 7:00	10.83
9/15/05 7:30	10.06
9/15/05 8:00	9.9
9/15/05 8:30	9.59
9/15/05 9:00	8.98
9/15/05 9:30	8.67
9/15/05 10:00	8.67
9/15/05 10:30	13.15
9/15/05 11:00	8.98
9/15/05 11:30	12.06
9/15/05 12:00	15.48
9/15/05 12:30	16.58
9/15/05 13:00	17.05
9/15/05 13:30	17.05
9/15/05 14:00	15.32
9/15/05 14:30	10.83
9/15/05 15:00	11.29
9/15/05 15:30	11.6
9/15/05 16:00	11.91
9/15/05 16:30	11.44
9/15/05 17:00	10.53
9/15/05 17:30	10.83
9/15/05 18:00	9.44
9/15/05 18:30	8.98
9/15/05 19:00	8.67
9/15/05 19:30	8.67
9/15/05 20:00	8.52
9/15/05 20:30	8.06
9/15/05 21:00	7.9
9/15/05 21:30	7.9
9/15/05 22:00	8.98
9/15/05 22:30	9.9
9/15/05 23:00	9.75
9/15/05 23:30	9.75
9/16/05 0:00	11.14
9/16/05 0:30	11.44
9/16/05 1:00	11.29
9/16/05 1:30	11.75
9/16/05 2:00	13.45
9/16/05 2:30	12.37
9/16/05 3:00	13.45
9/16/05 3:30	13.45
9/16/05 4:00	13.3
9/16/05 4:30	12.99
9/16/05 5:00	12.68
9/16/05 5:30	11.75
9/16/05 6:00	10.06
9/16/05 6:30	10.68
9/16/05 7:00	9.75
9/16/05 7:30	9.44
9/16/05 8:00	9.13
9/16/05 8:30	8.36
9/16/05 9:00	8.36
9/16/05 9:30	8.36
9/16/05 10:00	8.21
9/16/05 10:30	9.59
9/16/05 11:00	9.59
9/16/05 11:30	9.44
9/16/05 12:00	8.36
9/16/05 12:30	10.37
9/16/05 13:00	10.99
9/16/05 13:30	11.91
9/16/05 14:00	9.44
9/16/05 14:30	10.06
9/16/05 15:00	13.61
9/16/05 15:30	12.06
9/16/05 16:00	11.91
9/16/05 16:30	13.3
9/16/05 17:00	12.68
9/16/05 17:30	12.68
9/16/05 18:00	11.29
9/16/05 18:30	12.06
9/16/05 19:00	9.44
9/16/05 19:30	8.98
9/16/05 20:00	8.98
9/16/05 20:30	9.44
9/16/05 21:00	9.13
9/16/05 21:30	9.29
9/16/05 22:00	8.82
9/16/05 22:30	11.75
9/16/05 23:00	10.83
9/16/05 23:30	10.53
9/17/05 0:00	10.99
9/17/05 0:30	11.6
9/17/05 1:00	11.91
9/17/05 1:30	11.6
9/17/05 2:00	11.6
9/17/05 2:30	11.75
9/17/05 3:00	11.6
9/17/05 3:30	12.68
9/17/05 4:00	12.53
9/17/05 4:30	12.22
9/17/05 5:00	12.53
9/17/05 5:30	10.99
9/17/05 6:00	10.53
9/17/05 6:30	10.06
9/17/05 7:00	10.06
9/17/05 7:30	10.22
9/17/05 8:00	10.83
9/17/05 8:30	9.13
9/17/05 9:00	9.13
9/17/05 9:30	8.67
9/17/05 10:00	8.67
9/17/05 10:30	9.29
9/17/05 11:00	9.75
9/17/05 11:30	9.9
9/17/05 12:00	10.83
9/17/05 12:30	11.44
9/17/05 13:00	11.44
9/17/05 13:30	13.76
9/17/05 14:00	12.68
9/17/05 14:30	15.48
9/17/05 15:00	14.07
9/17/05 15:30	15.79
9/17/05 16:00	15.32
9/17/05 16:30	15.32
9/17/05 17:00	15.48
9/17/05 17:30	15.79
9/17/05 18:00	15.63
9/17/05 18:30	16.11
9/17/05 19:00	14.22
9/17/05 19:30	12.53
9/17/05 20:00	12.84
9/17/05 20:30	13.91
9/17/05 21:00	14.22
9/17/05 21:30	14.22
9/17/05 22:00	15.48
9/17/05 22:30	13.61
9/17/05 23:00	13.61
9/17/05 23:30	12.53
9/18/05 0:00	13.15
9/18/05 0:30	15
9/18/05 1:00	15.32
9/18/05 1:30	13.45
9/18/05 2:00	15
9/18/05 2:30	14.53
9/18/05 3:00	14.84
9/18/05 3:30	15.32
9/18/05 4:00	15.16
9/18/05 4:30	15
9/18/05 5:00	14.38
9/18/05 5:30	14.69
9/18/05 6:00	15.16
9/18/05 6:30	14.69
9/18/05 7:00	14.53
9/18/05 7:30	14.38
9/18/05 8:00	12.06
9/18/05 8:30	12.84
9/18/05 9:00	12.99
9/18/05 9:30	11.75
9/18/05 10:00	11.14
9/18/05 10:30	10.83
9/18/05 11:00	11.14
9/18/05 11:30	11.44
9/18/05 12:00	12.68
9/18/05 12:30	12.99
9/18/05 13:00	14.69
9/18/05 13:30	13.76
9/18/05 14:00	14.38
9/18/05 14:30	14.84
9/18/05 15:00	15.79
9/18/05 15:30	15.48
9/18/05 16:00	15.16
9/18/05 16:30	15.48
9/18/05 17:00	14.69
9/18/05 17:30	14.07
9/18/05 18:00	15.32
9/18/05 18:30	14.38
9/18/05 19:00	14.53
9/18/05 19:30	13.61
9/18/05 20:00	12.22
9/18/05 20:30	13.45
9/18/05 21:00	13.91
9/18/05 21:30	13.45
9/18/05 22:00	13.45
9/18/05 22:30	12.68
9/18/05 23:00	14.07
9/18/05 23:30	12.53
9/19/05 0:00	12.84
9/19/05 0:30	12.37
9/19/05 1:00	13.91
9/19/05 1:30	13.76
9/19/05 2:00	14.22
9/19/05 2:30	14.22
9/19/05 3:00	14.38
9/19/05 3:30	14.84
9/19/05 4:00	14.53
9/19/05 4:30	14.53
9/19/05 5:00	14.69
9/19/05 5:30	14.53
9/19/05 6:00	14.38
