Plot Title: HRI082506	
9/15/06 13:00	11.77
9/15/06 13:30	11.48
9/15/06 14:00	11.19
9/15/06 14:30	11.19
9/15/06 15:00	10.9
9/15/06 15:30	10.9
9/15/06 16:00	11.48
9/15/06 16:30	11.19
9/15/06 17:00	12.06
9/15/06 17:30	12.35
9/15/06 18:00	11.77
9/15/06 18:30	11.48
9/15/06 19:00	11.77
9/15/06 19:30	12.35
9/15/06 20:00	13.8
9/15/06 20:30	14.38
9/15/06 21:00	13.51
9/15/06 21:30	14.38
9/15/06 22:00	13.22
9/15/06 22:30	14.67
9/15/06 23:00	13.22
9/15/06 23:30	13.8
9/16/06 0:00	13.22
9/16/06 0:30	13.22
9/16/06 1:00	12.64
9/16/06 1:30	12.64
9/16/06 2:00	12.06
9/16/06 2:30	11.77
9/16/06 3:00	11.77
9/16/06 3:30	11.77
9/16/06 4:00	11.77
9/16/06 4:30	11.77
9/16/06 5:00	11.48
9/16/06 5:30	11.19
9/16/06 6:00	11.48
9/16/06 6:30	11.19
9/16/06 7:00	11.48
9/16/06 7:30	11.19
9/16/06 8:00	11.77
9/16/06 8:30	12.06
9/16/06 9:00	12.06
9/16/06 9:30	12.35
9/16/06 10:00	12.35
9/16/06 10:30	12.64
9/16/06 11:00	12.35
9/16/06 11:30	13.22
9/16/06 12:00	12.64
9/16/06 12:30	12.35
9/16/06 13:00	11.77
9/16/06 13:30	11.77
9/16/06 14:00	11.48
9/16/06 14:30	11.48
9/16/06 15:00	11.19
9/16/06 15:30	11.48
9/16/06 16:00	11.48
9/16/06 16:30	11.77
9/16/06 17:00	11.48
9/16/06 17:30	11.48
9/16/06 18:00	11.77
9/16/06 18:30	11.77
9/16/06 19:00	10.9
9/16/06 19:30	10.9
9/16/06 20:00	10.9
9/16/06 20:30	11.19
9/16/06 21:00	11.77
9/16/06 21:30	12.35
9/16/06 22:00	11.77
9/16/06 22:30	12.35
9/16/06 23:00	12.64
9/16/06 23:30	14.96
9/17/06 0:00	13.8
9/17/06 0:30	13.8
9/17/06 1:00	12.93
9/17/06 1:30	12.93
9/17/06 2:00	12.06
9/17/06 2:30	11.48
9/17/06 3:00	11.48
9/17/06 3:30	10.9
9/17/06 4:00	10.9
9/17/06 4:30	12.06
9/17/06 5:00	11.19
9/17/06 5:30	11.48
9/17/06 6:00	11.48
9/17/06 6:30	11.48
9/17/06 7:00	11.19
9/17/06 7:30	11.48
9/17/06 8:00	11.19
9/17/06 8:30	11.77
9/17/06 9:00	11.19
9/17/06 9:30	11.77
9/17/06 10:00	12.35
9/17/06 10:30	11.77
9/17/06 11:00	12.35
9/17/06 11:30	12.35
9/17/06 12:00	12.64
9/17/06 12:30	12.06
9/17/06 13:00	11.77
9/17/06 13:30	12.35
9/17/06 14:00	11.48
9/17/06 14:30	11.48
9/17/06 15:00	10.62
9/17/06 15:30	10.62
9/17/06 16:00	10.33
9/17/06 16:30	10.62
9/17/06 17:00	10.62
9/17/06 17:30	10.9
9/17/06 18:00	10.62
9/17/06 18:30	10.62
9/17/06 19:00	10.33
9/17/06 19:30	10.33
9/17/06 20:00	10.33
9/17/06 20:30	10.33
9/17/06 21:00	11.19
9/17/06 21:30	10.62
9/17/06 22:00	11.48
9/17/06 22:30	11.77
9/17/06 23:00	12.64
9/17/06 23:30	13.22
9/18/06 0:00	12.35
9/18/06 0:30	11.77
9/18/06 1:00	14.09
9/18/06 1:30	12.35
9/18/06 2:00	11.48
9/18/06 2:30	11.19
9/18/06 3:00	12.35
9/18/06 3:30	11.77
9/18/06 4:00	11.19
9/18/06 4:30	10.9
9/18/06 5:00	11.19
9/18/06 5:30	10.9
9/18/06 6:00	10.62
9/18/06 6:30	10.62
9/18/06 7:00	10.62
9/18/06 7:30	10.62
9/18/06 8:00	10.62
9/18/06 8:30	10.33
9/18/06 9:00	10.05
9/18/06 9:30	10.33
9/18/06 10:00	10.62
9/18/06 10:30	10.9
9/18/06 11:00	10.9
9/18/06 11:30	11.19
9/18/06 12:00	11.48
9/18/06 12:30	12.64
9/18/06 13:00	12.35
9/18/06 13:30	11.77
9/18/06 14:00	10.9
9/18/06 14:30	10.9
9/18/06 15:00	10.9
9/18/06 15:30	11.19
9/18/06 16:00	10.62
9/18/06 16:30	10.62
9/18/06 17:00	10.62
9/18/06 17:30	10.33
9/18/06 18:00	10.05
9/18/06 18:30	10.05
9/18/06 19:00	9.76
9/18/06 19:30	10.05
9/18/06 20:00	10.05
9/18/06 20:30	10.33
9/18/06 21:00	10.33
9/18/06 21:30	10.33
9/18/06 22:00	10.33
9/18/06 22:30	10.33
9/18/06 23:00	10.62
9/18/06 23:30	10.9
9/19/06 0:00	10.9
9/19/06 0:30	11.19
9/19/06 1:00	11.19
9/19/06 1:30	11.19
9/19/06 2:00	11.19
9/19/06 2:30	10.9
9/19/06 3:00	10.9
9/19/06 3:30	10.9
9/19/06 4:00	10.62
9/19/06 4:30	10.62
9/19/06 5:00	10.62
9/19/06 5:30	10.33
9/19/06 6:00	10.05
9/19/06 6:30	10.05
9/19/06 7:00	10.05
9/19/06 7:30	10.05
9/19/06 8:00	10.33
9/19/06 8:30	10.33
9/19/06 9:00	10.05
9/19/06 9:30	10.05
9/19/06 10:00	10.05
9/19/06 10:30	10.33
9/19/06 11:00	10.62
9/19/06 11:30	10.62
9/19/06 12:00	10.62
9/19/06 12:30	10.9
9/19/06 13:00	11.19
9/19/06 13:30	11.19
9/19/06 14:00	11.19
9/19/06 14:30	11.19
9/19/06 15:00	10.62
9/19/06 15:30	10.62
9/19/06 16:00	10.62
9/19/06 16:30	11.19
9/19/06 17:00	10.9
9/19/06 17:30	10.05
9/19/06 18:00	10.05
9/19/06 18:30	10.05
9/19/06 19:00	9.76
9/19/06 19:30	9.76
9/19/06 20:00	9.47
9/19/06 20:30	9.47
9/19/06 21:00	9.47
9/19/06 21:30	9.76
9/19/06 22:00	10.05
9/19/06 22:30	10.05
9/19/06 23:00	10.33
9/19/06 23:30	10.33
9/20/06 0:00	10.33
9/20/06 0:30	10.62
9/20/06 1:00	10.62
9/20/06 1:30	10.9
9/20/06 2:00	11.19
9/20/06 2:30	11.48
9/20/06 3:00	11.19
9/20/06 3:30	10.33
9/20/06 4:00	10.33
9/20/06 4:30	10.33
9/20/06 5:00	10.05
9/20/06 5:30	10.05
9/20/06 6:00	9.76
9/20/06 6:30	9.76
9/20/06 7:00	9.76
9/20/06 7:30	9.47
9/20/06 8:00	9.47
9/20/06 8:30	9.47
9/20/06 9:00	9.18
9/20/06 9:30	9.76
9/20/06 10:00	9.76
9/20/06 10:30	9.76
9/20/06 11:00	10.05
9/20/06 11:30	10.05
9/20/06 12:00	10.05
9/20/06 12:30	10.05
9/20/06 13:00	10.33
9/20/06 13:30	10.9
9/20/06 14:00	11.19
9/20/06 14:30	11.19
9/20/06 15:00	11.19
9/20/06 15:30	11.19
9/20/06 16:00	10.62
9/20/06 16:30	10.9
9/20/06 17:00	10.33
9/20/06 17:30	10.05
9/20/06 18:00	10.05
9/20/06 18:30	9.76
9/20/06 19:00	9.76
9/20/06 19:30	9.47
9/20/06 20:00	9.47
9/20/06 20:30	9.18
9/20/06 21:00	9.47
9/20/06 21:30	9.47
9/20/06 22:00	9.47
9/20/06 22:30	9.47
9/20/06 23:00	9.47
9/20/06 23:30	9.76
9/21/06 0:00	9.76
9/21/06 0:30	9.76
9/21/06 1:00	10.05
9/21/06 1:30	10.33
9/21/06 2:00	10.33
9/21/06 2:30	10.62
9/21/06 3:00	10.62
9/21/06 3:30	10.62
9/21/06 4:00	10.62
9/21/06 4:30	10.62
9/21/06 5:00	10.33
9/21/06 5:30	10.62
9/21/06 6:00	10.33
9/21/06 6:30	10.33
9/21/06 7:00	10.33
9/21/06 7:30	9.76
9/21/06 8:00	9.76
9/21/06 8:30	9.47
9/21/06 9:00	9.76
9/21/06 9:30	9.47
9/21/06 10:00	9.47
9/21/06 10:30	9.47
9/21/06 11:00	9.47
9/21/06 11:30	9.76
9/21/06 12:00	9.76
9/21/06 12:30	9.76
9/21/06 13:00	10.05
9/21/06 13:30	10.05
9/21/06 14:00	10.33
9/21/06 14:30	10.62
9/21/06 15:00	10.9
9/21/06 15:30	11.77
9/21/06 16:00	11.77
9/21/06 16:30	12.64
9/21/06 17:00	11.19
9/21/06 17:30	11.19
9/21/06 18:00	11.19
9/21/06 18:30	11.19
9/21/06 19:00	11.19
9/21/06 19:30	10.62
9/21/06 20:00	10.05
9/21/06 20:30	10.05
9/21/06 21:00	9.76
9/21/06 21:30	9.76
9/21/06 22:00	9.76
9/21/06 22:30	9.76
9/21/06 23:00	10.05
9/21/06 23:30	9.76
9/22/06 0:00	9.76
9/22/06 0:30	10.05
9/22/06 1:00	10.33
9/22/06 1:30	10.05
9/22/06 2:00	10.33
9/22/06 2:30	10.33
9/22/06 3:00	11.19
9/22/06 3:30	12.35
9/22/06 4:00	13.22
9/22/06 4:30	13.8
9/22/06 5:00	14.09
9/22/06 5:30	14.38
9/22/06 6:00	14.09
9/22/06 6:30	13.51
9/22/06 7:00	12.06
9/22/06 7:30	12.35
9/22/06 8:00	12.35
9/22/06 8:30	11.77
9/22/06 9:00	11.77
9/22/06 9:30	11.77
9/22/06 10:00	11.77
9/22/06 10:30	11.19
9/22/06 11:00	11.48
9/22/06 11:30	11.19
9/22/06 12:00	11.77
9/22/06 12:30	12.06
9/22/06 13:00	12.93
9/22/06 13:30	12.93
9/22/06 14:00	12.64
9/22/06 14:30	11.48
9/22/06 15:00	12.93
9/22/06 15:30	13.51
9/22/06 16:00	13.51
9/22/06 16:30	12.64
9/22/06 17:00	12.64
9/22/06 17:30	12.35
9/22/06 18:00	11.77
9/22/06 18:30	11.77
9/22/06 19:00	11.48
9/22/06 19:30	11.19
9/22/06 20:00	10.62
9/22/06 20:30	10.05
9/22/06 21:00	10.05
9/22/06 21:30	10.9
9/22/06 22:00	10.33
9/22/06 22:30	10.33
9/22/06 23:00	10.9
9/22/06 23:30	11.19
9/23/06 0:00	11.19
9/23/06 0:30	11.77
9/23/06 1:00	11.48
9/23/06 1:30	11.19
9/23/06 2:00	12.06
9/23/06 2:30	12.64
9/23/06 3:00	13.22
9/23/06 3:30	13.22
9/23/06 4:00	13.51
9/23/06 4:30	14.09
9/23/06 5:00	14.09
9/23/06 5:30	14.09
9/23/06 6:00	12.06
9/23/06 6:30	12.35
9/23/06 7:00	12.35
9/23/06 7:30	12.06
9/23/06 8:00	11.48
9/23/06 8:30	10.33
9/23/06 9:00	10.05
9/23/06 9:30	9.76
9/23/06 10:00	10.05
9/23/06 10:30	10.05
9/23/06 11:00	10.05
9/23/06 11:30	9.76
9/23/06 12:00	9.76
9/23/06 12:30	9.76
9/23/06 13:00	10.33
9/23/06 13:30	10.33
9/23/06 14:00	10.05
9/23/06 14:30	10.05
9/23/06 15:00	10.9
9/23/06 15:30	11.48
9/23/06 16:00	11.19
9/23/06 16:30	11.77
9/23/06 17:00	11.77
9/23/06 17:30	12.35
9/23/06 18:00	11.77
9/23/06 18:30	10.62
9/23/06 19:00	11.48
9/23/06 19:30	10.9
9/23/06 20:00	10.62
9/23/06 20:30	10.05
9/23/06 21:00	9.76
9/23/06 21:30	9.47
9/23/06 22:00	9.47
9/23/06 22:30	9.18
9/23/06 23:00	9.18
9/23/06 23:30	9.18
9/24/06 0:00	8.89
9/24/06 0:30	8.89
9/24/06 1:00	8.89
9/24/06 1:30	9.18
9/24/06 2:00	9.47
9/24/06 2:30	9.76
9/24/06 3:00	9.76
9/24/06 3:30	10.33
9/24/06 4:00	10.62
9/24/06 4:30	10.9
9/24/06 5:00	11.19
9/24/06 5:30	11.77
9/24/06 6:00	11.48
9/24/06 6:30	11.19
9/24/06 7:00	10.9
9/24/06 7:30	11.19
9/24/06 8:00	11.19
9/24/06 8:30	11.19
9/24/06 9:00	9.76
9/24/06 9:30	9.47
9/24/06 10:00	9.47
9/24/06 10:30	9.18
9/24/06 11:00	9.18
9/24/06 11:30	9.18
9/24/06 12:00	9.18
9/24/06 12:30	8.89
9/24/06 13:00	8.89
9/24/06 13:30	9.18
9/24/06 14:00	9.47
9/24/06 14:30	9.76
9/24/06 15:00	9.76
9/24/06 15:30	9.47
9/24/06 16:00	9.47
9/24/06 16:30	9.76
9/24/06 17:00	10.05
9/24/06 17:30	10.62
9/24/06 18:00	10.62
9/24/06 18:30	10.62
9/24/06 19:00	10.33
9/24/06 19:30	10.05
9/24/06 20:00	9.76
9/24/06 20:30	9.76
9/24/06 21:00	10.05
9/24/06 21:30	9.76
9/24/06 22:00	9.76
9/24/06 22:30	9.47
9/24/06 23:00	9.18
9/24/06 23:30	9.18
9/25/06 0:00	9.18
9/25/06 0:30	9.18
9/25/06 1:00	9.18
9/25/06 1:30	9.18
9/25/06 2:00	9.18
9/25/06 2:30	9.47
9/25/06 3:00	9.47
9/25/06 3:30	9.47
9/25/06 4:00	9.76
9/25/06 4:30	9.76
9/25/06 5:00	9.76
9/25/06 5:30	10.05
9/25/06 6:00	10.62
9/25/06 6:30	10.62
9/25/06 7:00	10.9
9/25/06 7:30	10.33
9/25/06 8:00	10.33
9/25/06 8:30	10.33
9/25/06 9:00	10.33
9/25/06 9:30	10.05
9/25/06 10:00	9.76
9/25/06 10:30	9.47
9/25/06 11:00	9.47
9/25/06 11:30	9.18
9/25/06 12:00	9.18
9/25/06 12:30	9.18
9/25/06 13:00	9.18
9/25/06 13:30	9.18
9/25/06 14:00	9.18
9/25/06 14:30	9.47
9/25/06 15:00	9.47
9/25/06 15:30	9.76
9/25/06 16:00	9.76
9/25/06 16:30	9.76
9/25/06 17:00	10.05
9/25/06 17:30	10.33
9/25/06 18:00	10.62
9/25/06 18:30	10.9
9/25/06 19:00	10.9
9/25/06 19:30	10.62
9/25/06 20:00	10.62
9/25/06 20:30	10.05
9/25/06 21:00	9.76
9/25/06 21:30	9.76
9/25/06 22:00	9.47
9/25/06 22:30	9.76
9/25/06 23:00	10.05
9/25/06 23:30	9.76
9/26/06 0:00	9.47
9/26/06 0:30	9.47
9/26/06 1:00	9.47
9/26/06 1:30	9.47
9/26/06 2:00	9.76
9/26/06 2:30	9.76
9/26/06 3:00	9.47
9/26/06 3:30	9.76
9/26/06 4:00	10.05
9/26/06 4:30	10.33
9/26/06 5:00	10.62
9/26/06 5:30	10.9
9/26/06 6:00	10.9
9/26/06 6:30	11.19
9/26/06 7:00	11.19
9/26/06 7:30	11.19
9/26/06 8:00	11.77
9/26/06 8:30	11.77
9/26/06 9:00	11.48
9/26/06 9:30	10.9
9/26/06 10:00	10.33
9/26/06 10:30	10.05
9/26/06 11:00	10.33
9/26/06 11:30	10.05
9/26/06 12:00	9.76
9/26/06 12:30	9.76
9/26/06 13:00	9.76
9/26/06 13:30	9.47
9/26/06 14:00	9.47
9/26/06 14:30	9.47
9/26/06 15:00	9.47
9/26/06 15:30	9.47
9/26/06 16:00	9.76
9/26/06 16:30	10.05
9/26/06 17:00	10.33
9/26/06 17:30	10.62
9/26/06 18:00	10.33
9/26/06 18:30	10.9
9/26/06 19:00	10.62
9/26/06 19:30	10.9
9/26/06 20:00	10.62
9/26/06 20:30	10.62
9/26/06 21:00	10.9
9/26/06 21:30	10.62
9/26/06 22:00	10.62
9/26/06 22:30	10.62
9/26/06 23:00	10.33
9/26/06 23:30	10.33
9/27/06 0:00	9.76
9/27/06 0:30	9.76
9/27/06 1:00	9.47
9/27/06 1:30	9.47
9/27/06 2:00	9.18
9/27/06 2:30	9.18
9/27/06 3:00	9.18
9/27/06 3:30	8.89
9/27/06 4:00	9.47
9/27/06 4:30	9.47
9/27/06 5:00	9.76
9/27/06 5:30	9.76
9/27/06 6:00	9.47
9/27/06 6:30	10.05
9/27/06 7:00	10.33
9/27/06 7:30	10.9
9/27/06 8:00	11.19
9/27/06 8:30	10.9
9/27/06 9:00	10.62
9/27/06 9:30	10.05
9/27/06 10:00	10.05
9/27/06 10:30	10.05
9/27/06 11:00	10.33
9/27/06 11:30	9.76
9/27/06 12:00	9.76
9/27/06 12:30	9.76
9/27/06 13:00	9.47
9/27/06 13:30	9.47
9/27/06 14:00	9.47
9/27/06 14:30	9.47
9/27/06 15:00	9.18
9/27/06 15:30	9.47
9/27/06 16:00	9.47
9/27/06 16:30	10.05
9/27/06 17:00	10.62
9/27/06 17:30	10.62
9/27/06 18:00	10.62
9/27/06 18:30	10.62
9/27/06 19:00	10.9
9/27/06 19:30	11.77
9/27/06 20:00	11.19
9/27/06 20:30	11.77
9/27/06 21:00	11.19
9/27/06 21:30	10.62
9/27/06 22:00	10.05
9/27/06 22:30	10.33
9/27/06 23:00	10.05
9/27/06 23:30	9.76
9/28/06 0:00	10.05
9/28/06 0:30	10.05
9/28/06 1:00	9.76
9/28/06 1:30	9.76
9/28/06 2:00	9.76
9/28/06 2:30	10.05
9/28/06 3:00	9.76
9/28/06 3:30	10.05
9/28/06 4:00	10.33
9/28/06 4:30	10.62
9/28/06 5:00	10.62
9/28/06 5:30	10.9
9/28/06 6:00	11.19
9/28/06 6:30	11.19
9/28/06 7:00	11.48
9/28/06 7:30	11.48
9/28/06 8:00	12.06
9/28/06 8:30	12.35
9/28/06 9:00	11.77
9/28/06 9:30	12.06
9/28/06 10:00	12.06
9/28/06 10:30	11.48
9/28/06 11:00	10.62
9/28/06 11:30	10.62
9/28/06 12:00	10.05
9/28/06 12:30	10.05
9/28/06 13:00	9.76
9/28/06 13:30	9.47
9/28/06 14:00	9.47
9/28/06 14:30	9.76
9/28/06 15:00	9.76
9/28/06 15:30	9.76
9/28/06 16:00	10.05
9/28/06 16:30	9.76
9/28/06 17:00	10.05
9/28/06 17:30	10.9
9/28/06 18:00	11.19
9/28/06 18:30	10.62
9/28/06 19:00	10.9
9/28/06 19:30	11.19
9/28/06 20:00	11.19
9/28/06 20:30	11.77
9/28/06 21:00	10.9
9/28/06 21:30	11.48
9/28/06 22:00	10.9
9/28/06 22:30	11.19
9/28/06 23:00	11.19
9/28/06 23:30	10.05
9/29/06 0:00	10.05
9/29/06 0:30	10.05
9/29/06 1:00	9.76
9/29/06 1:30	9.47
9/29/06 2:00	9.47
9/29/06 2:30	9.47
9/29/06 3:00	9.18
9/29/06 3:30	9.47
9/29/06 4:00	9.47
9/29/06 4:30	9.76
9/29/06 5:00	10.33
9/29/06 5:30	10.62
9/29/06 6:00	10.9
9/29/06 6:30	11.19
9/29/06 7:00	10.9
9/29/06 7:30	10.9
9/29/06 8:00	11.77
9/29/06 8:30	10.9
9/29/06 9:00	11.19
9/29/06 9:30	11.19
9/29/06 10:00	11.48
9/29/06 10:30	10.62
9/29/06 11:00	9.76
9/29/06 11:30	10.05
9/29/06 12:00	9.76
9/29/06 12:30	9.47
9/29/06 13:00	9.18
9/29/06 13:30	9.47
9/29/06 14:00	9.47
9/29/06 14:30	9.47
9/29/06 15:00	9.47
9/29/06 15:30	9.47
9/29/06 16:00	9.47
9/29/06 16:30	9.76
9/29/06 17:00	10.05
9/29/06 17:30	9.76
9/29/06 18:00	9.76
9/29/06 18:30	9.76
9/29/06 19:00	10.05
9/29/06 19:30	9.76
9/29/06 20:00	10.05
9/29/06 20:30	9.47
9/29/06 21:00	10.33
9/29/06 21:30	10.33
9/29/06 22:00	10.05
9/29/06 22:30	9.76
9/29/06 23:00	10.62
9/29/06 23:30	10.33
9/30/06 0:00	9.18
9/30/06 0:30	9.18
9/30/06 1:00	9.18
9/30/06 1:30	9.18
9/30/06 2:00	9.18
9/30/06 2:30	9.18
9/30/06 3:00	8.89
9/30/06 3:30	8.89
9/30/06 4:00	8.89
9/30/06 4:30	8.89
9/30/06 5:00	8.89
9/30/06 5:30	8.89
9/30/06 6:00	8.89
9/30/06 6:30	9.18
9/30/06 7:00	9.47
9/30/06 7:30	9.47
9/30/06 8:00	9.47
9/30/06 8:30	9.76
9/30/06 9:00	10.05
9/30/06 9:30	10.33
9/30/06 10:00	10.05
9/30/06 10:30	10.33
9/30/06 11:00	10.33
9/30/06 11:30	10.33
9/30/06 12:00	10.05
9/30/06 12:30	9.76
9/30/06 13:00	10.05
9/30/06 13:30	10.05
9/30/06 14:00	9.76
9/30/06 14:30	9.47
9/30/06 15:00	9.18
9/30/06 15:30	9.18
9/30/06 16:00	8.89
9/30/06 16:30	8.89
9/30/06 17:00	8.89
9/30/06 17:30	8.89
9/30/06 18:00	8.89
9/30/06 18:30	8.89
9/30/06 19:00	8.89
9/30/06 19:30	8.89
9/30/06 20:00	8.89
9/30/06 20:30	9.18
9/30/06 21:00	9.18
9/30/06 21:30	8.89
9/30/06 22:00	9.18
9/30/06 22:30	9.76
9/30/06 23:00	9.47
9/30/06 23:30	9.47
10/1/06 0:00	9.18
10/1/06 0:30	9.18
10/1/06 1:00	9.18
10/1/06 1:30	9.18
10/1/06 2:00	9.18
10/1/06 2:30	9.47
10/1/06 3:00	9.18
10/1/06 3:30	9.18
10/1/06 4:00	8.89
10/1/06 4:30	8.89
10/1/06 5:00	8.89
10/1/06 5:30	8.89
10/1/06 6:00	8.89
10/1/06 6:30	8.89
10/1/06 7:00	8.89
10/1/06 7:30	8.89
10/1/06 8:00	9.18
10/1/06 8:30	9.18
10/1/06 9:00	9.47
10/1/06 9:30	9.76
10/1/06 10:00	9.76
10/1/06 10:30	9.76
10/1/06 11:00	9.76
10/1/06 11:30	9.47
10/1/06 12:00	9.47
10/1/06 12:30	9.76
10/1/06 13:00	9.47
10/1/06 13:30	9.47
10/1/06 14:00	9.18
10/1/06 14:30	9.18
10/1/06 15:00	9.76
10/1/06 15:30	9.47
10/1/06 16:00	9.47
10/1/06 16:30	9.47
10/1/06 17:00	9.47
10/1/06 17:30	9.47
10/1/06 18:00	9.47
10/1/06 18:30	9.47
10/1/06 19:00	9.47
10/1/06 19:30	9.76
10/1/06 20:00	10.33
10/1/06 20:30	10.33
10/1/06 21:00	10.33
10/1/06 21:30	10.62
10/1/06 22:00	10.62
10/1/06 22:30	10.62
10/1/06 23:00	11.19
10/1/06 23:30	10.62
10/2/06 0:00	10.62
10/2/06 0:30	10.33
10/2/06 1:00	11.19
10/2/06 1:30	10.9
10/2/06 2:00	10.62
10/2/06 2:30	10.62
10/2/06 3:00	10.05
10/2/06 3:30	10.33
10/2/06 4:00	10.33
10/2/06 4:30	10.05
10/2/06 5:00	9.76
10/2/06 5:30	10.05
10/2/06 6:00	10.05
10/2/06 6:30	10.05
10/2/06 7:00	10.05
10/2/06 7:30	10.33
10/2/06 8:00	10.62
10/2/06 8:30	10.62
10/2/06 9:00	10.62
10/2/06 9:30	10.9
10/2/06 10:00	11.19
10/2/06 10:30	10.9
10/2/06 11:00	11.77
10/2/06 11:30	11.77
10/2/06 12:00	12.06
10/2/06 12:30	12.06
10/2/06 13:00	11.77
10/2/06 13:30	10.62
10/2/06 14:00	11.19
10/2/06 14:30	10.62
10/2/06 15:00	10.33
10/2/06 15:30	10.05
10/2/06 16:00	10.05
10/2/06 16:30	9.76
10/2/06 17:00	9.76
10/2/06 17:30	9.76
10/2/06 18:00	9.76
10/2/06 18:30	9.76
10/2/06 19:00	9.47
10/2/06 19:30	9.76
10/2/06 20:00	10.05
10/2/06 20:30	10.05
10/2/06 21:00	10.33
10/2/06 21:30	10.62
10/2/06 22:00	11.19
10/2/06 22:30	11.48
10/2/06 23:00	11.77
10/2/06 23:30	12.06
10/3/06 0:00	11.48
10/3/06 0:30	12.06
10/3/06 1:00	10.9
10/3/06 1:30	10.9
10/3/06 2:00	10.9
10/3/06 2:30	10.62
10/3/06 3:00	10.33
10/3/06 3:30	10.05
10/3/06 4:00	10.05
10/3/06 4:30	9.76
10/3/06 5:00	9.47
10/3/06 5:30	9.47
10/3/06 6:00	9.76
10/3/06 6:30	9.47
10/3/06 7:00	9.76
10/3/06 7:30	10.05
10/3/06 8:00	10.05
10/3/06 8:30	10.33
10/3/06 9:00	10.33
10/3/06 9:30	10.62
10/3/06 10:00	10.33
10/3/06 10:30	10.62
10/3/06 11:00	11.19
10/3/06 11:30	11.19
10/3/06 12:00	11.19
10/3/06 12:30	10.9
10/3/06 13:00	11.19
10/3/06 13:30	11.77
10/3/06 14:00	10.9
10/3/06 14:30	10.33
10/3/06 15:00	10.9
10/3/06 15:30	10.05
10/3/06 16:00	10.05
10/3/06 16:30	9.76
10/3/06 17:00	9.47
10/3/06 17:30	9.47
10/3/06 18:00	9.47
10/3/06 18:30	9.47
10/3/06 19:00	9.47
10/3/06 19:30	9.47
10/3/06 20:00	9.47
10/3/06 20:30	9.76
10/3/06 21:00	9.76
10/3/06 21:30	10.05
10/3/06 22:00	10.05
10/3/06 22:30	10.33
10/3/06 23:00	10.62
10/3/06 23:30	11.19
10/4/06 0:00	11.77
10/4/06 0:30	11.77
10/4/06 1:00	12.06
10/4/06 1:30	12.06
10/4/06 2:00	10.9
10/4/06 2:30	11.19
10/4/06 3:00	11.77
10/4/06 3:30	10.62
10/4/06 4:00	10.62
10/4/06 4:30	10.05
10/4/06 5:00	10.05
10/4/06 5:30	10.05
10/4/06 6:00	10.05
10/4/06 6:30	9.76
10/4/06 7:00	10.05
10/4/06 7:30	10.33
10/4/06 8:00	10.33
10/4/06 8:30	10.05
10/4/06 9:00	10.33
10/4/06 9:30	10.62
10/4/06 10:00	10.62
10/4/06 10:30	10.62
10/4/06 11:00	10.9
10/4/06 11:30	11.77
10/4/06 12:00	12.06
10/4/06 12:30	12.35
10/4/06 13:00	12.06
10/4/06 13:30	12.06
10/4/06 14:00	11.77
10/4/06 14:30	11.19
10/4/06 15:00	12.06
10/4/06 15:30	10.9
10/4/06 16:00	10.62
10/4/06 16:30	10.33
10/4/06 17:00	10.05
10/4/06 17:30	10.05
10/4/06 18:00	10.05
10/4/06 18:30	10.05
10/4/06 19:00	10.05
10/4/06 19:30	10.05
10/4/06 20:00	10.33
10/4/06 20:30	10.33
10/4/06 21:00	10.33
10/4/06 21:30	10.33
10/4/06 22:00	10.62
10/4/06 22:30	10.62
10/4/06 23:00	10.9
10/4/06 23:30	10.62
10/5/06 0:00	10.9
10/5/06 0:30	11.19
10/5/06 1:00	11.19
10/5/06 1:30	11.48
10/5/06 2:00	11.48
10/5/06 2:30	11.48
10/5/06 3:00	11.48
10/5/06 3:30	11.48
10/5/06 4:00	11.19
10/5/06 4:30	11.19
10/5/06 5:00	10.62
10/5/06 5:30	10.62
10/5/06 6:00	10.33
10/5/06 6:30	10.33
10/5/06 7:00	10.05
10/5/06 7:30	10.05
10/5/06 8:00	10.05
10/5/06 8:30	10.05
10/5/06 9:00	10.33
10/5/06 9:30	10.33
10/5/06 10:00	10.62
10/5/06 10:30	10.62
10/5/06 11:00	10.62
10/5/06 11:30	10.9
10/5/06 12:00	10.9
10/5/06 12:30	11.19
10/5/06 13:00	11.48
10/5/06 13:30	12.06
10/5/06 14:00	12.35
10/5/06 14:30	12.35
10/5/06 15:00	12.64
10/5/06 15:30	12.93
10/5/06 16:00	12.06
10/5/06 16:30	12.06
10/5/06 17:00	11.77
10/5/06 17:30	11.48
10/5/06 18:00	11.19
10/5/06 18:30	11.48
10/5/06 19:00	10.62
10/5/06 19:30	10.9
10/5/06 20:00	11.19
10/5/06 20:30	10.62
10/5/06 21:00	10.62
10/5/06 21:30	10.62
10/5/06 22:00	10.33
10/5/06 22:30	10.33
10/5/06 23:00	10.62
10/5/06 23:30	10.62
10/6/06 0:00	10.62
10/6/06 0:30	11.19
10/6/06 1:00	11.19
10/6/06 1:30	11.19
10/6/06 2:00	11.77
10/6/06 2:30	12.35
10/6/06 3:00	12.35
10/6/06 3:30	12.64
10/6/06 4:00	12.35
10/6/06 4:30	12.64
10/6/06 5:00	12.64
10/6/06 5:30	12.35
10/6/06 6:00	12.35
10/6/06 6:30	12.64
10/6/06 7:00	12.35
10/6/06 7:30	12.35
10/6/06 8:00	12.35
