Plot Title: HRO 3.19.01 TidbiT	
4/9/01 18:30	4.37
4/9/01 19:00	4.37
4/9/01 19:30	4.37
4/9/01 20:00	4.37
4/9/01 20:30	4.37
4/9/01 21:00	4.22
4/9/01 21:30	4.37
4/9/01 22:00	4.22
4/9/01 22:30	4.22
4/9/01 23:00	4.06
4/9/01 23:30	4.06
4/10/01 0:00	4.22
4/10/01 0:30	4.22
4/10/01 1:00	4.37
4/10/01 1:30	4.37
4/10/01 2:00	4.37
4/10/01 2:30	4.37
4/10/01 3:00	4.22
4/10/01 3:30	4.37
4/10/01 4:00	4.37
4/10/01 4:30	4.37
4/10/01 5:00	4.37
4/10/01 5:30	4.37
4/10/01 6:00	4.37
4/10/01 6:30	4.22
4/10/01 7:00	4.22
4/10/01 7:30	4.37
4/10/01 8:00	4.37
4/10/01 8:30	4.37
4/10/01 9:00	4.06
4/10/01 9:30	4.06
4/10/01 10:00	4.06
4/10/01 10:30	4.06
4/10/01 11:00	4.06
4/10/01 11:30	4.06
4/10/01 12:00	4.06
4/10/01 12:30	4.22
4/10/01 13:00	4.37
4/10/01 13:30	5.16
4/10/01 14:00	5.16
4/10/01 14:30	5.16
4/10/01 15:00	5.16
4/10/01 15:30	5.31
4/10/01 16:00	5.31
4/10/01 16:30	5.31
4/10/01 17:00	5.31
4/10/01 17:30	5.16
4/10/01 18:00	5
4/10/01 18:30	4.84
4/10/01 19:00	5
4/10/01 19:30	4.84
4/10/01 20:00	4.84
4/10/01 20:30	4.84
4/10/01 21:00	4.37
4/10/01 21:30	4.22
4/10/01 22:00	4.06
4/10/01 22:30	4.06
4/10/01 23:00	4.06
4/10/01 23:30	4.06
4/11/01 0:00	4.06
4/11/01 0:30	4.06
4/11/01 1:00	4.06
4/11/01 1:30	4.22
4/11/01 2:00	4.69
4/11/01 2:30	4.69
4/11/01 3:00	4.69
4/11/01 3:30	4.69
4/11/01 4:00	4.69
4/11/01 4:30	4.53
4/11/01 5:00	4.69
4/11/01 5:30	4.53
4/11/01 6:00	4.84
4/11/01 6:30	5
4/11/01 7:00	4.84
4/11/01 7:30	4.84
4/11/01 8:00	4.69
4/11/01 8:30	4.53
4/11/01 9:00	4.69
4/11/01 9:30	4.53
4/11/01 10:00	4.53
4/11/01 10:30	4.53
4/11/01 11:00	4.84
4/11/01 11:30	4.37
4/11/01 12:00	5
4/11/01 12:30	4.69
4/11/01 13:00	4.69
4/11/01 13:30	4.37
4/11/01 14:00	4.37
4/11/01 14:30	4.53
4/11/01 15:00	4.84
4/11/01 15:30	5
4/11/01 16:00	5
4/11/01 16:30	5.31
4/11/01 17:00	5.16
4/11/01 17:30	5.31
4/11/01 18:00	5.16
4/11/01 18:30	5.16
4/11/01 19:00	5
4/11/01 19:30	5
4/11/01 20:00	5
4/11/01 20:30	5
4/11/01 21:00	5
4/11/01 21:30	4.84
4/11/01 22:00	4.53
4/11/01 22:30	4.53
4/11/01 23:00	4.69
4/11/01 23:30	4.37
4/12/01 0:00	4.37
4/12/01 0:30	4.53
4/12/01 1:00	4.06
4/12/01 1:30	4.06
4/12/01 2:00	4.22
4/12/01 2:30	4.53
4/12/01 3:00	4.84
4/12/01 3:30	5
4/12/01 4:00	4.84
4/12/01 4:30	5
4/12/01 5:00	5
4/12/01 5:30	5.16
4/12/01 6:00	5
4/12/01 6:30	5
4/12/01 7:00	5
4/12/01 7:30	4.84
4/12/01 8:00	4.84
4/12/01 8:30	5
4/12/01 9:00	4.84
4/12/01 9:30	4.69
4/12/01 10:00	4.69
4/12/01 10:30	5.16
4/12/01 11:00	5.16
4/12/01 11:30	5.16
4/12/01 12:00	4.53
4/12/01 12:30	4.37
4/12/01 13:00	4.69
4/12/01 13:30	5
4/12/01 14:00	5
4/12/01 14:30	5
4/12/01 15:00	5
4/12/01 15:30	5
4/12/01 16:00	5.16
4/12/01 16:30	5.16
4/12/01 17:00	5
4/12/01 17:30	5
4/12/01 18:00	5
4/12/01 18:30	4.69
4/12/01 19:00	4.69
4/12/01 19:30	4.69
4/12/01 20:00	4.69
4/12/01 20:30	4.22
4/12/01 21:00	4.22
4/12/01 21:30	4.06
4/12/01 22:00	4.22
4/12/01 22:30	4.22
4/12/01 23:00	4.22
4/12/01 23:30	4.22
4/13/01 0:00	4.22
4/13/01 0:30	4.06
4/13/01 1:00	4.22
4/13/01 1:30	4.06
4/13/01 2:00	3.9
4/13/01 2:30	3.9
4/13/01 3:00	4.69
4/13/01 3:30	4.37
4/13/01 4:00	4.37
4/13/01 4:30	4.69
4/13/01 5:00	4.69
4/13/01 5:30	4.84
4/13/01 6:00	5
4/13/01 6:30	4.69
4/13/01 7:00	4.84
4/13/01 7:30	4.69
4/13/01 8:00	4.69
4/13/01 8:30	4.69
4/13/01 9:00	4.69
4/13/01 9:30	4.53
4/13/01 10:00	4.53
4/13/01 10:30	4.69
4/13/01 11:00	4.22
4/13/01 11:30	4.69
4/13/01 12:00	4.22
4/13/01 12:30	4.22
4/13/01 13:00	4.22
4/13/01 13:30	4.84
4/13/01 14:00	4.22
4/13/01 14:30	4.06
4/13/01 15:00	4.37
4/13/01 15:30	4.37
4/13/01 16:00	4.37
4/13/01 16:30	4.06
4/13/01 17:00	4.22
4/13/01 17:30	4.06
4/13/01 18:00	3.9
4/13/01 18:30	3.75
4/13/01 19:00	3.9
4/13/01 19:30	3.75
4/13/01 20:00	3.75
4/13/01 20:30	3.9
4/13/01 21:00	3.75
4/13/01 21:30	3.75
4/13/01 22:00	3.75
4/13/01 22:30	3.75
4/13/01 23:00	3.75
4/13/01 23:30	3.9
4/14/01 0:00	3.9
4/14/01 0:30	4.06
4/14/01 1:00	3.9
4/14/01 1:30	3.9
4/14/01 2:00	3.9
4/14/01 2:30	3.9
4/14/01 3:00	4.22
4/14/01 3:30	4.22
4/14/01 4:00	4.53
4/14/01 4:30	4.53
4/14/01 5:00	4.53
4/14/01 5:30	4.53
4/14/01 6:00	4.53
4/14/01 6:30	4.53
4/14/01 7:00	4.69
4/14/01 7:30	4.69
4/14/01 8:00	4.53
4/14/01 8:30	4.53
4/14/01 9:00	4.37
4/14/01 9:30	4.37
4/14/01 10:00	4.22
4/14/01 10:30	4.37
4/14/01 11:00	4.37
4/14/01 11:30	4.22
4/14/01 12:00	4.06
4/14/01 12:30	3.9
4/14/01 13:00	3.9
4/14/01 13:30	3.9
4/14/01 14:00	4.37
4/14/01 14:30	4.22
4/14/01 15:00	4.22
4/14/01 15:30	4.53
4/14/01 16:00	4.37
4/14/01 16:30	4.37
4/14/01 17:00	4.69
4/14/01 17:30	4.84
4/14/01 18:00	4.84
4/14/01 18:30	5
4/14/01 19:00	5
4/14/01 19:30	5
4/14/01 20:00	5.16
4/14/01 20:30	5
4/14/01 21:00	5
4/14/01 21:30	5
4/14/01 22:00	5
4/14/01 22:30	5
4/14/01 23:00	5
4/14/01 23:30	4.84
4/15/01 0:00	4.84
4/15/01 0:30	4.84
4/15/01 1:00	4.69
4/15/01 1:30	4.84
4/15/01 2:00	4.84
4/15/01 2:30	4.69
4/15/01 3:00	4.69
4/15/01 3:30	4.69
4/15/01 4:00	4.84
4/15/01 4:30	4.84
4/15/01 5:00	4.84
4/15/01 5:30	4.84
4/15/01 6:00	4.84
4/15/01 6:30	4.84
4/15/01 7:00	4.84
4/15/01 7:30	4.84
4/15/01 8:00	4.84
4/15/01 8:30	4.84
4/15/01 9:00	4.84
4/15/01 9:30	5
4/15/01 10:00	4.84
4/15/01 10:30	4.84
4/15/01 11:00	4.84
4/15/01 11:30	4.84
4/15/01 12:00	4.84
4/15/01 12:30	4.69
4/15/01 13:00	4.69
4/15/01 13:30	4.69
4/15/01 14:00	4.69
4/15/01 14:30	4.69
4/15/01 15:00	4.69
4/15/01 15:30	4.69
4/15/01 16:00	4.69
4/15/01 16:30	4.69
4/15/01 17:00	4.69
4/15/01 17:30	4.84
4/15/01 18:00	4.84
4/15/01 18:30	4.84
4/15/01 19:00	4.84
4/15/01 19:30	4.84
4/15/01 20:00	4.69
4/15/01 20:30	4.84
4/15/01 21:00	5
4/15/01 21:30	4.84
4/15/01 22:00	4.84
4/15/01 22:30	4.84
4/15/01 23:00	4.84
4/15/01 23:30	4.69
4/16/01 0:00	4.69
4/16/01 0:30	4.69
4/16/01 1:00	4.69
4/16/01 1:30	4.69
4/16/01 2:00	4.69
4/16/01 2:30	4.53
4/16/01 3:00	4.69
4/16/01 3:30	4.69
4/16/01 4:00	4.69
4/16/01 4:30	4.69
4/16/01 5:00	4.69
4/16/01 5:30	4.69
4/16/01 6:00	4.69
4/16/01 6:30	4.69
4/16/01 7:00	4.69
4/16/01 7:30	4.84
4/16/01 8:00	4.84
4/16/01 8:30	4.84
4/16/01 9:00	5.16
4/16/01 9:30	5.47
4/16/01 10:00	5.31
4/16/01 10:30	5.31
4/16/01 11:00	5.31
4/16/01 11:30	5.16
4/16/01 12:00	5.31
4/16/01 12:30	5.47
4/16/01 13:00	5.47
4/16/01 13:30	5.31
4/16/01 14:00	5.16
4/16/01 14:30	5.47
4/16/01 15:00	5.47
4/16/01 15:30	5.31
4/16/01 16:00	5.31
4/16/01 16:30	5.16
4/16/01 17:00	5.16
4/16/01 17:30	5.16
4/16/01 18:00	5
4/16/01 18:30	5
4/16/01 19:00	5
4/16/01 19:30	5.16
4/16/01 20:00	5
4/16/01 20:30	5
4/16/01 21:00	5
4/16/01 21:30	5.16
4/16/01 22:00	5.16
4/16/01 22:30	5.31
4/16/01 23:00	5.47
4/16/01 23:30	5.31
4/17/01 0:00	5.31
4/17/01 0:30	5.31
4/17/01 1:00	5.31
4/17/01 1:30	5.31
4/17/01 2:00	5
4/17/01 2:30	5.16
4/17/01 3:00	5.16
4/17/01 3:30	5
4/17/01 4:00	5
4/17/01 4:30	5
4/17/01 5:00	5
4/17/01 5:30	5
4/17/01 6:00	5
4/17/01 6:30	5
4/17/01 7:00	5.16
4/17/01 7:30	5
4/17/01 8:00	5
4/17/01 8:30	5.16
4/17/01 9:00	5.16
4/17/01 9:30	5.31
4/17/01 10:00	5.31
4/17/01 10:30	5.31
4/17/01 11:00	5.31
4/17/01 11:30	5.31
4/17/01 12:00	5.31
4/17/01 12:30	5.31
4/17/01 13:00	5.31
4/17/01 13:30	5.31
4/17/01 14:00	5.31
4/17/01 14:30	5.31
4/17/01 15:00	5.16
4/17/01 15:30	5.16
4/17/01 16:00	5.47
4/17/01 16:30	5.31
4/17/01 17:00	5.62
4/17/01 17:30	5.31
4/17/01 18:00	5.31
4/17/01 18:30	5.47
4/17/01 19:00	5.16
4/17/01 19:30	5.16
4/17/01 20:00	5.16
4/17/01 20:30	5.31
4/17/01 21:00	5.31
4/17/01 21:30	5.31
4/17/01 22:00	5.31
4/17/01 22:30	5.16
4/17/01 23:00	5.31
4/17/01 23:30	5.47
4/18/01 0:00	5.47
4/18/01 0:30	5.47
4/18/01 1:00	5.31
4/18/01 1:30	5.31
4/18/01 2:00	4.84
4/18/01 2:30	4.69
4/18/01 3:00	4.84
4/18/01 3:30	4.84
4/18/01 4:00	5
4/18/01 4:30	5.47
4/18/01 5:00	5
4/18/01 5:30	5.16
4/18/01 6:00	5.16
4/18/01 6:30	5.31
4/18/01 7:00	5.31
4/18/01 7:30	5.31
4/18/01 8:00	5.47
4/18/01 8:30	5.47
4/18/01 9:00	5.31
4/18/01 9:30	5.47
4/18/01 10:00	5.47
4/18/01 10:30	5.31
4/18/01 11:00	5.47
4/18/01 11:30	5.31
4/18/01 12:00	5.62
4/18/01 12:30	5.47
4/18/01 13:00	5.47
4/18/01 13:30	5.47
4/18/01 14:00	5.62
4/18/01 14:30	5.62
4/18/01 15:00	5.62
4/18/01 15:30	5.62
4/18/01 16:00	5.62
4/18/01 16:30	5.62
4/18/01 17:00	5.62
4/18/01 17:30	5.62
4/18/01 18:00	5.47
4/18/01 18:30	5.47
4/18/01 19:00	5.47
4/18/01 19:30	5.47
4/18/01 20:00	5.47
4/18/01 20:30	5.47
4/18/01 21:00	5.62
4/18/01 21:30	5.47
4/18/01 22:00	5.47
4/18/01 22:30	5.47
4/18/01 23:00	5.47
4/18/01 23:30	5.47
4/19/01 0:00	5.47
4/19/01 0:30	5.47
4/19/01 1:00	5.47
4/19/01 1:30	5.47
4/19/01 2:00	5.47
4/19/01 2:30	5.47
4/19/01 3:00	5.47
4/19/01 3:30	5.47
4/19/01 4:00	5.47
4/19/01 4:30	5.47
4/19/01 5:00	5.47
4/19/01 5:30	5.47
4/19/01 6:00	5.47
4/19/01 6:30	5.47
4/19/01 7:00	5.47
4/19/01 7:30	5.47
4/19/01 8:00	5.47
4/19/01 8:30	5.47
4/19/01 9:00	5.47
4/19/01 9:30	5.47
4/19/01 10:00	5.47
4/19/01 10:30	5.31
4/19/01 11:00	5.31
4/19/01 11:30	5.31
4/19/01 12:00	5.31
4/19/01 12:30	5.31
4/19/01 13:00	5.31
4/19/01 13:30	5.31
4/19/01 14:00	5.31
4/19/01 14:30	5.31
4/19/01 15:00	5.31
4/19/01 15:30	5.31
4/19/01 16:00	5.31
4/19/01 16:30	5.31
4/19/01 17:00	5.31
4/19/01 17:30	5.31
4/19/01 18:00	5.31
4/19/01 18:30	5.31
4/19/01 19:00	5.47
4/19/01 19:30	5.47
4/19/01 20:00	5.47
4/19/01 20:30	5.47
4/19/01 21:00	5.31
4/19/01 21:30	5.31
4/19/01 22:00	5.31
4/19/01 22:30	5.47
4/19/01 23:00	5.47
4/19/01 23:30	5.31
4/20/01 0:00	5.31
4/20/01 0:30	5.31
4/20/01 1:00	5.47
4/20/01 1:30	5.31
4/20/01 2:00	5.31
4/20/01 2:30	5.31
4/20/01 3:00	5.31
4/20/01 3:30	5.31
4/20/01 4:00	5.62
4/20/01 4:30	5.47
4/20/01 5:00	5.47
4/20/01 5:30	5.47
4/20/01 6:00	5.47
4/20/01 6:30	5.47
4/20/01 7:00	5.47
4/20/01 7:30	5.47
4/20/01 8:00	5.47
4/20/01 8:30	5.47
4/20/01 9:00	5.47
4/20/01 9:30	5.47
4/20/01 10:00	5.47
4/20/01 10:30	5.62
4/20/01 11:00	5.62
4/20/01 11:30	5.62
4/20/01 12:00	5.62
4/20/01 12:30	5.62
4/20/01 13:00	5.62
4/20/01 13:30	5.62
4/20/01 14:00	5.62
4/20/01 14:30	5.62
4/20/01 15:00	5.62
4/20/01 15:30	5.62
4/20/01 16:00	5.62
4/20/01 16:30	5.62
4/20/01 17:00	5.62
4/20/01 17:30	5.47
4/20/01 18:00	5.47
4/20/01 18:30	5.47
4/20/01 19:00	5.47
4/20/01 19:30	5.62
4/20/01 20:00	5.62
4/20/01 20:30	5.31
4/20/01 21:00	5.31
4/20/01 21:30	5.78
4/20/01 22:00	5.62
4/20/01 22:30	5.31
4/20/01 23:00	5.47
4/20/01 23:30	5.31
4/21/01 0:00	5.47
4/21/01 0:30	5.47
4/21/01 1:00	5.62
4/21/01 1:30	5.62
4/21/01 2:00	5.62
4/21/01 2:30	5.62
4/21/01 3:00	5.47
4/21/01 3:30	5.47
4/21/01 4:00	5.47
4/21/01 4:30	5.78
4/21/01 5:00	5.62
4/21/01 5:30	5.62
4/21/01 6:00	5.62
4/21/01 6:30	5.62
4/21/01 7:00	5.47
4/21/01 7:30	5.47
4/21/01 8:00	5.47
4/21/01 8:30	5.47
4/21/01 9:00	5.47
4/21/01 9:30	5.47
4/21/01 10:00	5.47
4/21/01 10:30	5.47
4/21/01 11:00	5.47
4/21/01 11:30	5.47
4/21/01 12:00	5.47
4/21/01 12:30	5.47
4/21/01 13:00	5.47
4/21/01 13:30	5.47
4/21/01 14:00	5.47
4/21/01 14:30	5.47
4/21/01 15:00	5.47
4/21/01 15:30	5.47
4/21/01 16:00	5.62
4/21/01 16:30	5.62
4/21/01 17:00	5.62
4/21/01 17:30	5.62
4/21/01 18:00	5.62
4/21/01 18:30	5.94
4/21/01 19:00	5.78
4/21/01 19:30	5.62
4/21/01 20:00	5.62
4/21/01 20:30	5.62
4/21/01 21:00	5.47
4/21/01 21:30	5.47
4/21/01 22:00	5.47
4/21/01 22:30	5.47
4/21/01 23:00	5.47
4/21/01 23:30	5.47
4/22/01 0:00	5.47
4/22/01 0:30	5.47
4/22/01 1:00	5.47
4/22/01 1:30	5.31
4/22/01 2:00	5.31
4/22/01 2:30	5.31
4/22/01 3:00	5.31
4/22/01 3:30	5.31
4/22/01 4:00	5.47
4/22/01 4:30	5.47
4/22/01 5:00	5.47
4/22/01 5:30	5.47
4/22/01 6:00	5.31
4/22/01 6:30	5.47
4/22/01 7:00	5.47
4/22/01 7:30	5.47
4/22/01 8:00	5.47
4/22/01 8:30	5.47
4/22/01 9:00	5.47
4/22/01 9:30	5.47
4/22/01 10:00	5.31
4/22/01 10:30	5.47
4/22/01 11:00	5.31
4/22/01 11:30	5.31
4/22/01 12:00	5.31
4/22/01 12:30	5.47
4/22/01 13:00	5.31
4/22/01 13:30	5.31
4/22/01 14:00	5
4/22/01 14:30	5
4/22/01 15:00	5
4/22/01 15:30	5.31
4/22/01 16:00	5.47
4/22/01 16:30	5.31
4/22/01 17:00	5.47
4/22/01 17:30	5.47
4/22/01 18:00	5.31
4/22/01 18:30	5
4/22/01 19:00	5.16
4/22/01 19:30	5.31
4/22/01 20:00	5.16
4/22/01 20:30	4.84
4/22/01 21:00	4.84
4/22/01 21:30	4.84
4/22/01 22:00	5.31
4/22/01 22:30	5.31
4/22/01 23:00	5.31
4/22/01 23:30	5.31
4/23/01 0:00	5.31
4/23/01 0:30	5.31
4/23/01 1:00	5.31
4/23/01 1:30	5.16
4/23/01 2:00	5.47
4/23/01 2:30	5.62
4/23/01 3:00	5.78
4/23/01 3:30	5.78
4/23/01 4:00	5.94
4/23/01 4:30	5.94
4/23/01 5:00	6.09
4/23/01 5:30	6.09
4/23/01 6:00	6.09
4/23/01 6:30	5.94
4/23/01 7:00	6.09
4/23/01 7:30	6.25
4/23/01 8:00	6.4
4/23/01 8:30	6.4
4/23/01 9:00	5.78
4/23/01 9:30	5.62
4/23/01 10:00	5.31
4/23/01 10:30	5.47
4/23/01 11:00	5.31
4/23/01 11:30	5.47
4/23/01 12:00	5.47
4/23/01 12:30	5.31
4/23/01 13:00	6.72
4/23/01 13:30	6.56
4/23/01 14:00	5.62
4/23/01 14:30	6.87
4/23/01 15:00	6.25
4/23/01 15:30	5.47
4/23/01 16:00	5.16
4/23/01 16:30	5
4/23/01 17:00	5.31
4/23/01 17:30	5.16
4/23/01 18:00	5.16
4/23/01 18:30	5.62
4/23/01 19:00	7.18
4/23/01 19:30	6.09
4/23/01 20:00	6.87
4/23/01 20:30	6.72
4/23/01 21:00	5.31
4/23/01 21:30	5.78
4/23/01 22:00	5.78
4/23/01 22:30	5.78
4/23/01 23:00	5.62
4/23/01 23:30	5.94
4/24/01 0:00	5.62
4/24/01 0:30	5.78
4/24/01 1:00	5.94
4/24/01 1:30	5.94
4/24/01 2:00	5.78
4/24/01 2:30	6.25
4/24/01 3:00	5.62
4/24/01 3:30	5.16
4/24/01 4:00	5.31
4/24/01 4:30	5.47
4/24/01 5:00	5.31
4/24/01 5:30	5.62
4/24/01 6:00	5.31
4/24/01 6:30	5.31
4/24/01 7:00	5
4/24/01 7:30	5
4/24/01 8:00	5.31
4/24/01 8:30	5
4/24/01 9:00	5.78
4/24/01 9:30	5.62
4/24/01 10:00	5.47
4/24/01 10:30	5.31
4/24/01 11:00	5.47
4/24/01 11:30	5.16
4/24/01 12:00	5.16
4/24/01 12:30	5
4/24/01 13:00	5.16
4/24/01 13:30	5.31
4/24/01 14:00	5
4/24/01 14:30	5
4/24/01 15:00	4.84
4/24/01 15:30	4.69
4/24/01 16:00	4.84
4/24/01 16:30	4.69
4/24/01 17:00	5.47
4/24/01 17:30	5.16
4/24/01 18:00	5.78
4/24/01 18:30	5.62
4/24/01 19:00	5.31
4/24/01 19:30	5.16
4/24/01 20:00	6.09
4/24/01 20:30	4.84
4/24/01 21:00	5
4/24/01 21:30	5.47
4/24/01 22:00	5.16
4/24/01 22:30	5.16
4/24/01 23:00	4.69
4/24/01 23:30	4.53
4/25/01 0:00	4.37
4/25/01 0:30	4.37
4/25/01 1:00	4.22
4/25/01 1:30	4.84
4/25/01 2:00	4.84
4/25/01 2:30	4.69
4/25/01 3:00	4.53
4/25/01 3:30	4.69
4/25/01 4:00	4.69
4/25/01 4:30	4.69
4/25/01 5:00	4.84
4/25/01 5:30	4.69
4/25/01 6:00	4.69
4/25/01 6:30	4.53
4/25/01 7:00	4.69
4/25/01 7:30	4.84
4/25/01 8:00	4.69
4/25/01 8:30	5.94
4/25/01 9:00	6.09
4/25/01 9:30	5.78
4/25/01 10:00	4.84
4/25/01 10:30	4.53
4/25/01 11:00	4.53
4/25/01 11:30	4.69
4/25/01 12:00	5.16
4/25/01 12:30	4.84
4/25/01 13:00	6.25
4/25/01 13:30	6.4
4/25/01 14:00	6.56
4/25/01 14:30	6.56
4/25/01 15:00	6.56
4/25/01 15:30	6.87
4/25/01 16:00	6.87
4/25/01 16:30	7.18
4/25/01 17:00	7.03
4/25/01 17:30	6.87
4/25/01 18:00	6.25
4/25/01 18:30	6.72
4/25/01 19:00	6.25
4/25/01 19:30	6.25
4/25/01 20:00	5.47
4/25/01 20:30	5.16
4/25/01 21:00	4.69
4/25/01 21:30	4.53
4/25/01 22:00	4.53
4/25/01 22:30	4.69
4/25/01 23:00	4.53
4/25/01 23:30	4.37
4/26/01 0:00	4.69
4/26/01 0:30	4.53
4/26/01 1:00	5.16
4/26/01 1:30	5.16
4/26/01 2:00	5.47
4/26/01 2:30	5.62
4/26/01 3:00	5.62
4/26/01 3:30	5.62
4/26/01 4:00	5.62
4/26/01 4:30	5.62
4/26/01 5:00	5.47
4/26/01 5:30	5.47
4/26/01 6:00	5.78
4/26/01 6:30	5.78
4/26/01 7:00	5.62
4/26/01 7:30	5.78
4/26/01 8:00	5.94
4/26/01 8:30	6.09
4/26/01 9:00	5.78
4/26/01 9:30	5.62
4/26/01 10:00	5.62
4/26/01 10:30	5.94
4/26/01 11:00	4.84
4/26/01 11:30	5.78
4/26/01 12:00	5.78
4/26/01 12:30	5.16
4/26/01 13:00	5.62
4/26/01 13:30	5.31
4/26/01 14:00	5.47
4/26/01 14:30	5.47
4/26/01 15:00	5.94
4/26/01 15:30	5.94
4/26/01 16:00	6.09
4/26/01 16:30	6.25
4/26/01 17:00	6.25
4/26/01 17:30	6.09
4/26/01 18:00	6.09
4/26/01 18:30	6.25
4/26/01 19:00	6.25
4/26/01 19:30	6.09
4/26/01 20:00	6.4
4/26/01 20:30	6.56
4/26/01 21:00	6.56
4/26/01 21:30	6.56
4/26/01 22:00	6.25
4/26/01 22:30	5.47
4/26/01 23:00	5.16
4/26/01 23:30	5
4/27/01 0:00	5
4/27/01 0:30	5.16
4/27/01 1:00	5.31
4/27/01 1:30	5.31
4/27/01 2:00	5.62
4/27/01 2:30	5.78
4/27/01 3:00	6.09
4/27/01 3:30	6.25
4/27/01 4:00	5.94
4/27/01 4:30	6.25
4/27/01 5:00	6.25
4/27/01 5:30	6.25
4/27/01 6:00	6.25
4/27/01 6:30	6.25
4/27/01 7:00	6.4
4/27/01 7:30	6.25
4/27/01 8:00	6.25
4/27/01 8:30	6.25
4/27/01 9:00	6.56
4/27/01 9:30	6.56
4/27/01 10:00	6.87
4/27/01 10:30	6.87
4/27/01 11:00	6.87
4/27/01 11:30	6.56
4/27/01 12:00	5.62
4/27/01 12:30	6.25
4/27/01 13:00	6.4
4/27/01 13:30	5.62
4/27/01 14:00	6.25
4/27/01 14:30	6.25
4/27/01 15:00	6.56
4/27/01 15:30	6.56
4/27/01 16:00	6.87
4/27/01 16:30	6.72
4/27/01 17:00	6.87
4/27/01 17:30	6.87
4/27/01 18:00	6.72
4/27/01 18:30	6.87
4/27/01 19:00	6.87
4/27/01 19:30	6.87
4/27/01 20:00	6.87
4/27/01 20:30	6.72
4/27/01 21:00	6.72
4/27/01 21:30	6.72
4/27/01 22:00	6.56
4/27/01 22:30	6.25
4/27/01 23:00	6.72
4/27/01 23:30	6.4
4/28/01 0:00	6.4
4/28/01 0:30	6.25
4/28/01 1:00	6.56
4/28/01 1:30	6.09
4/28/01 2:00	6.25
4/28/01 2:30	6.4
4/28/01 3:00	6.4
4/28/01 3:30	6.72
4/28/01 4:00	6.72
4/28/01 4:30	6.4
4/28/01 5:00	6.87
4/28/01 5:30	6.87
4/28/01 6:00	6.56
4/28/01 6:30	6.87
4/28/01 7:00	7.03
4/28/01 7:30	7.03
4/28/01 8:00	7.03
4/28/01 8:30	7.03
4/28/01 9:00	7.03
4/28/01 9:30	6.72
4/28/01 10:00	6.56
4/28/01 10:30	6.4
4/28/01 11:00	6.4
4/28/01 11:30	6.09
4/28/01 12:00	5.62
4/28/01 12:30	6.09
4/28/01 13:00	5.94
4/28/01 13:30	6.4
4/28/01 14:00	6.72
4/28/01 14:30	7.34
4/28/01 15:00	7.5
4/28/01 15:30	7.81
4/28/01 16:00	7.65
4/28/01 16:30	7.65
4/28/01 17:00	7.65
4/28/01 17:30	7.5
4/28/01 18:00	7.5
4/28/01 18:30	7.5
4/28/01 19:00	7.5
4/28/01 19:30	7.5
4/28/01 20:00	7.5
4/28/01 20:30	7.65
4/28/01 21:00	7.65
4/28/01 21:30	7.65
4/28/01 22:00	7.65
4/28/01 22:30	7.65
4/28/01 23:00	7.34
4/28/01 23:30	7.5
4/29/01 0:00	7.5
4/29/01 0:30	6.87
4/29/01 1:00	6.87
4/29/01 1:30	7.03
4/29/01 2:00	6.72
4/29/01 2:30	6.72
4/29/01 3:00	7.03
4/29/01 3:30	7.03
4/29/01 4:00	7.18
4/29/01 4:30	7.18
4/29/01 5:00	7.34
4/29/01 5:30	7.34
4/29/01 6:00	7.34
4/29/01 6:30	7.5
4/29/01 7:00	7.5
4/29/01 7:30	7.5
4/29/01 8:00	7.5
4/29/01 8:30	7.5
4/29/01 9:00	7.5
4/29/01 9:30	7.5
4/29/01 10:00	7.5
4/29/01 10:30	7.5
4/29/01 11:00	7.5
4/29/01 11:30	7.34
4/29/01 12:00	7.5
4/29/01 12:30	7.81
4/29/01 13:00	7.5
4/29/01 13:30	7.34
4/29/01 14:00	7.18
4/29/01 14:30	7.18
4/29/01 15:00	7.18
4/29/01 15:30	7.03
4/29/01 16:00	7.03
4/29/01 16:30	6.25
4/29/01 17:00	6.4
4/29/01 17:30	6.87
4/29/01 18:00	7.03
4/29/01 18:30	7.34
4/29/01 19:00	7.5
4/29/01 19:30	7.5
4/29/01 20:00	7.5
4/29/01 20:30	7.34
4/29/01 21:00	7.5
4/29/01 21:30	7.5
4/29/01 22:00	7.5
4/29/01 22:30	7.65
4/29/01 23:00	7.65
4/29/01 23:30	7.5
4/30/01 0:00	7.34
4/30/01 0:30	7.18
4/30/01 1:00	7.18
4/30/01 1:30	7.03
4/30/01 2:00	6.87
4/30/01 2:30	6.72
4/30/01 3:00	6.72
4/30/01 3:30	6.56
4/30/01 4:00	6.56
4/30/01 4:30	6.4
4/30/01 5:00	6.25
4/30/01 5:30	6.09
4/30/01 6:00	5.94
4/30/01 6:30	6.56
4/30/01 7:00	6.56
4/30/01 7:30	7.03
4/30/01 8:00	7.18
4/30/01 8:30	7.18
4/30/01 9:00	7.18
4/30/01 9:30	7.5
4/30/01 10:00	7.34
4/30/01 10:30	7.34
4/30/01 11:00	7.5
4/30/01 11:30	7.5
4/30/01 12:00	6.87
4/30/01 12:30	6.87
4/30/01 13:00	6.87
4/30/01 13:30	6.87
4/30/01 14:00	6.87
4/30/01 14:30	6.87
4/30/01 15:00	6.87
4/30/01 15:30	6.56
4/30/01 16:00	6.09
4/30/01 16:30	5.94
4/30/01 17:00	5.78
4/30/01 17:30	5.31
4/30/01 18:00	5.78
