Date,YY,MM,DD,SHO_Tidbit,pred_via_HRI,pred_via_HRO,pred_via_DB,pred_via_44029_20m,pred_via_44013,pred_via_44098,pred_via_44005,pred_via_OISST,pred_via_SHI,pred_via_44029_2m,final_value
1997-11-17,1997,11,17,NA,NA,NA,8.107715303599198,NA,8.722654366606656,NA,8.344380152192906,8.732733229595587,8.463765149830694,NA,8.463765149830694
1997-11-18,1997,11,18,NA,NA,NA,8.601458718653783,NA,8.59157478118306,NA,8.252121626007012,8.47833436925655,8.541862184405614,NA,8.541862184405614
1997-11-19,1997,11,19,NA,NA,NA,8.40496685470758,NA,8.396828367660339,NA,8.291504650249554,8.497903943034308,8.39146047843396,NA,8.39146047843396
1997-11-20,1997,11,20,NA,NA,NA,8.108762701594648,NA,8.333161039811207,NA,8.24792787254452,8.341351085326787,8.16815489108162,NA,8.16815489108162
1997-11-21,1997,11,21,NA,NA,NA,8.197372572009618,NA,8.295709749849673,NA,8.013087945527937,8.28264329712215,8.05050999756594,NA,8.05050999756594
1997-11-22,1997,11,22,NA,NA,NA,8.212245623544993,NA,8.25825831697402,NA,8.042443056299376,8.184798227619266,8.423618080905987,NA,8.423618080905987
1997-11-23,1997,11,23,NA,NA,NA,7.675768370276097,NA,8.112198301673814,NA,7.753085779544779,7.959752794818231,8.051508680872526,NA,8.051508680872526
1997-11-24,1997,11,24,NA,NA,NA,7.622560552107295,NA,8.026060292607115,NA,7.723730788541899,7.88147636596447,7.795246544402891,NA,7.795246544402891
1997-11-25,1997,11,25,NA,NA,NA,7.177625883640627,NA,7.971349156350442,NA,7.770771948307655,7.88147636596447,7.386385598687113,NA,7.386385598687113
1997-11-26,1997,11,26,NA,NA,NA,7.067020655321229,NA,7.790117553335481,NA,7.468834462914693,7.871691579075591,7.123132679071385,NA,7.123132679071385
1997-11-27,1997,11,27,NA,NA,NA,7.028476409088712,NA,7.767646730102625,NA,7.36308347110549,7.793415150221831,7.2735343850430425,NA,7.2735343850430425
1997-11-28,1997,11,28,NA,NA,NA,7.307293755477193,NA,7.423094728890239,NA,7.40082562784393,7.607508864976312,7.309686720741409,NA,7.309686720741409
1997-11-29,1997,11,29,NA,NA,NA,7.395065707495806,NA,7.306995788163849,NA,7.438567784582368,7.333540430859516,7.379394815541021,NA,7.379394815541021
1997-11-30,1997,11,30,NA,NA,NA,7.186424026802397,NA,7.252284391246198,NA,7.379857762318268,7.030219502333358,7.302096727611365,NA,7.302096727611365
1997-12-01,1997,12,1,NA,NA,NA,7.013046253074439,NA,6.595188438562692,NA,6.2673619592519945,6.567235693422048,7.2243612822052485,NA,7.2243612822052485
1997-12-02,1997,12,2,NA,NA,NA,6.097823026075073,NA,6.595188438562692,NA,6.132534720194653,6.589583125937576,6.616998809772205,NA,6.616998809772205
1997-12-03,1997,12,3,NA,NA,NA,6.816300783247219,NA,6.544218689316701,NA,NA,6.589583125937576,6.786918044089842,NA,6.786918044089842
1997-12-04,1997,12,4,NA,NA,NA,7.172889204726812,NA,6.578198513086081,NA,NA,6.466671980699757,7.056417852937817,NA,7.056417852937817
1997-12-05,1997,12,5,NA,NA,6.305622141727944,7.1241615702307435,NA,6.595188438562692,NA,NA,6.287892520575524,7.223570960185167,NA,7.223570960185167
1997-12-06,1997,12,6,NA,NA,6.448373861905911,6.984380540061271,NA,6.490417306665556,NA,NA,6.176154825193061,7.106603301213026,NA,7.106603301213026
1997-12-07,1997,12,7,NA,NA,6.410557752546841,6.816708545878985,NA,6.340339842523468,NA,NA,6.075591645275588,6.79758739136095,NA,6.79758739136095
1997-12-08,1997,12,8,NA,NA,6.270425329986817,6.803660141662465,NA,6.323349957143025,NA,NA,5.952680500037769,6.8776434196224425,NA,6.8776434196224425
1997-12-09,1997,12,9,NA,NA,6.11277635460679,6.612011704732324,NA,6.323349957143025,NA,NA,5.863290769975652,6.751946294701212,NA,6.751946294701212
1997-12-10,1997,12,10,NA,NA,6.103445106842863,6.574497542609828,NA,6.119471029477863,NA,NA,5.807421922284421,6.6399181483545835,NA,6.6399181483545835
1997-12-11,1997,12,11,NA,NA,5.992943488585837,6.068871879219668,NA,6.198757252772202,NA,NA,5.919159084862066,6.28506356133775,NA,6.28506356133775
1997-12-12,1997,12,12,NA,NA,5.8321840972845,6.092522111862111,NA,6.119471015885942,NA,NA,5.785074489768892,6.206228939834567,NA,6.206228939834567
1997-12-13,1997,12,13,NA,NA,5.879822572710864,6.068871879219668,NA,6.119471015885942,NA,NA,5.852116787315479,6.155648330549317,NA,6.155648330549317
1997-12-14,1997,12,14,NA,NA,5.7906027475996344,5.8788544928165924,NA,6.110976073535517,NA,NA,5.740379624737833,5.938704936036799,NA,5.938704936036799
1997-12-15,1997,12,15,NA,NA,5.45042146946911,5.549382286349456,NA,6.113807720532595,NA,NA,5.785074489768892,5.604793882552139,NA,5.604793882552139
1997-12-16,1997,12,16,NA,NA,5.572546220905767,5.651322944291019,NA,5.932582093889723,NA,NA,5.9862019152134724,5.603410819016995,NA,5.603410819016995
1997-12-17,1997,12,17,NA,NA,5.594155426253808,5.701885510630036,NA,5.89577063603559,NA,NA,5.852116787315479,5.657745457897635,NA,5.657745457897635
1997-12-18,1997,12,18,NA,NA,5.494622116771922,5.7516325517055185,NA,5.847632534466275,NA,NA,5.617468479500014,5.68283818203524,NA,5.68283818203524
1997-12-19,1997,12,19,NA,NA,5.434050859356958,5.665186873771073,NA,5.847632534466275,NA,NA,5.46103645189131,5.639568051435748,NA,5.639568051435748
1997-12-20,1997,12,20,NA,NA,5.314217993336004,5.840524805430563,NA,5.847632534466275,NA,NA,5.349299289313664,5.643717242041178,NA,5.643717242041178
1997-12-21,1997,12,21,NA,NA,5.148711125102144,5.407480890494797,NA,5.803311095909402,NA,NA,5.43868901937578,5.467475431562884,NA,5.467475431562884
1997-12-22,1997,12,22,NA,NA,4.9180492286219195,5.065775805074673,NA,5.735351557106011,NA,NA,5.371646721829194,5.241443333819423,NA,5.241443333819423
1997-12-23,1997,12,23,NA,NA,5.331570840054885,4.900224176577573,NA,5.674902039101525,NA,NA,5.159345846529257,5.1612256487810955,NA,5.1612256487810955
1997-12-24,1997,12,24,NA,NA,5.427175203109854,4.454131857425287,NA,5.590568190292741,NA,NA,4.72357064607403,4.8326492689319895,NA,4.8326492689319895
1997-12-25,1997,12,25,NA,NA,5.391978391368727,4.657197648044882,NA,5.606942499618537,NA,NA,4.991739836260379,4.8336371714570925,NA,4.8336371714570925
1997-12-26,1997,12,26,NA,NA,5.414406127222376,4.889622348151649,NA,5.578626024890592,NA,NA,5.125824431353554,5.037540252638257,NA,5.037540252638257
1997-12-27,1997,12,27,NA,NA,5.151330422720089,4.722439669127484,NA,5.575794377893512,NA,NA,5.002913818920554,4.985971740827904,NA,4.985971740827904
1997-12-28,1997,12,28,NA,NA,5.0745522612940945,4.250250541542157,NA,5.575794377893512,NA,NA,4.891176656342908,4.663125195624394,NA,4.663125195624394
1997-12-29,1997,12,29,NA,NA,5.022657427238572,4.094485216207445,NA,5.540337127962912,NA,NA,4.812960376136147,4.426621331114845,NA,4.426621331114845
1997-12-30,1997,12,30,NA,NA,5.050651170530353,4.5805382732728255,NA,5.309619191827193,NA,NA,4.656528348527443,4.654036492393449,NA,4.654036492393449
1997-12-31,1997,12,31,NA,NA,4.88694506940883,4.4158021700392585,NA,5.221838011910913,NA,NA,4.50009578811392,4.595750243412399,NA,4.595750243412399
1998-01-01,1998,1,1,NA,NA,3.734543440201469,3.611642243606671,NA,4.400032327571308,NA,NA,4.445402240135672,3.8898786769431064,NA,3.8898786769431064
1998-01-02,1998,1,2,NA,NA,3.7390466790622936,3.698497038105046,NA,4.624865774304379,NA,NA,4.445402240135672,3.9264749006320385,NA,3.9264749006320385
1998-01-03,1998,1,3,NA,NA,3.7350484763353933,4.525646903468068,NA,4.485902239767331,NA,NA,4.3139080907159935,4.8116586979256395,NA,4.8116586979256395
1998-01-04,1998,1,4,NA,NA,3.7370265345265965,5.257824703818849,NA,4.38680680699213,NA,NA,4.193371525825637,5.122221126578671,NA,5.122221126578671
1998-01-05,1998,1,5,NA,NA,3.7047042219554425,5.231849438174476,NA,4.357097316984273,NA,NA,4.17145583425569,4.945305680568643,NA,4.945305680568643
1998-01-06,1998,1,6,NA,NA,3.738415383894888,5.280553061257676,NA,4.320679267578592,NA,NA,4.083793067975905,5.250813382192817,NA,5.250813382192817
1998-01-07,1998,1,7,NA,NA,3.733575454278114,5.132007010853914,NA,4.1868910739695355,NA,NA,4.061877376405959,4.949147273110575,NA,4.949147273110575
1998-01-08,1998,1,8,NA,NA,3.7778082023409825,4.918522796339219,NA,4.278894422921793,NA,NA,4.083793067975905,4.871506665947318,NA,4.871506665947318
1998-01-09,1998,1,9,NA,NA,3.836434480220693,4.72776693926335,NA,4.267777354548164,NA,NA,4.083793067975905,4.855331539454973,NA,4.855331539454973
1998-01-10,1998,1,10,NA,NA,3.8259128940972706,4.752930477856338,NA,4.166381894627806,NA,NA,4.2700767075761,4.803975512841775,NA,4.803975512841775
1998-01-11,1998,1,11,NA,NA,3.8070582117640974,4.869007446204632,NA,3.9679994879950544,NA,NA,4.127624451115798,4.894151843036601,NA,4.894151843036601
1998-01-12,1998,1,12,NA,NA,3.7616470460554057,4.384406396526786,NA,4.087028919278234,NA,NA,3.9961303016961196,4.558113590158126,NA,4.558113590158126
1998-01-13,1998,1,13,NA,NA,3.7929172000142177,4.2821287880520655,NA,4.13552242384659,NA,NA,4.072834960935281,4.527785227984978,NA,4.527785227984978
1998-01-14,1998,1,14,NA,NA,3.8221672094373322,4.10273710969561,NA,4.117888490573181,NA,NA,4.138582558156423,4.455805915094041,NA,4.455805915094041
1998-01-15,1998,1,15,NA,NA,3.7714531643224354,4.103548836746997,NA,4.175599732772584,NA,NA,3.73314148034546,4.289202112222883,NA,4.289202112222883
1998-01-16,1998,1,16,NA,NA,3.7650139536149005,3.825938185172753,NA,4.1928329347281235,NA,NA,3.711225788775514,4.0182687434760975,NA,4.0182687434760975
1998-01-17,1998,1,17,NA,NA,3.6959502623007547,3.724472303749419,NA,3.915097469160697,NA,NA,3.776972863485353,3.8225497129187187,NA,3.8225497129187187
1998-01-18,1998,1,18,NA,NA,3.6573570844000405,3.4833893694875764,NA,3.8754209920663034,NA,NA,3.4591950744654794,3.738439055158523,NA,3.738439055158523
1998-01-19,1998,1,19,NA,NA,3.6866491801676493,3.381923488064242,NA,3.7078982667645835,NA,NA,3.1852486685854986,3.5629389327165755,NA,3.5629389327165755
1998-01-20,1998,1,20,NA,NA,3.6714560098054267,3.471213463716776,NA,3.6682218319917603,NA,NA,3.4811107660354255,3.762095177653578,NA,3.762095177653578
1998-01-21,1998,1,21,NA,NA,3.6329470045937002,3.5353399007763238,NA,3.624136904113723,NA,NA,3.5249421491753186,3.7982870231802006,NA,3.7982870231802006
1998-01-22,1998,1,22,NA,NA,3.6119459186913487,3.546704079495737,NA,3.800476615625874,NA,NA,3.645478714065675,3.8664247435292056,NA,3.8664247435292056
1998-01-23,1998,1,23,NA,NA,3.5706171283985446,3.6392409633538176,NA,3.7343491608554804,NA,NA,3.6564368211062996,3.6862742722207087,NA,3.6862742722207087
1998-01-24,1998,1,24,NA,NA,3.5806336783880433,3.523163995005523,NA,3.2846824557203314,NA,NA,3.2400381587660156,3.4480955346209226,NA,3.4480955346209226
1998-01-25,1998,1,25,NA,NA,3.6065588665961563,3.4842010965389627,NA,3.403712055231756,NA,NA,3.1962067756261225,3.525533952703027,NA,3.525533952703027
1998-01-26,1998,1,26,NA,NA,3.5583279158063874,3.4582258308945892,NA,3.386077830997547,NA,NA,3.2400381587660156,3.485702703715626,NA,3.485702703715626
1998-01-27,1998,1,27,NA,NA,3.5343386994449837,2.9931062304500244,NA,3.059849323224927,NA,NA,3.1742910840561764,3.491768376150256,NA,3.491768376150256
1998-01-28,1998,1,28,NA,NA,3.510770346528517,2.928979793390477,NA,3.059849323224927,NA,NA,3.1085440093463372,3.1670527118164222,NA,3.1670527118164222
1998-01-29,1998,1,29,NA,NA,3.523564595254599,3.1229825586718922,NA,3.055440831177751,NA,NA,2.998965551496605,3.2184087384296185,NA,3.2184087384296185
1998-01-30,1998,1,30,NA,NA,3.5471329481710656,3.4582258308945892,NA,3.0995257590557883,NA,NA,2.9003446781761957,3.3866300539500105,NA,3.3866300539500105
1998-01-31,1998,1,31,NA,NA,3.527604884325993,3.471213463716776,NA,3.059849323224927,NA,NA,2.8674708795656247,3.4739757370086757,NA,3.4739757370086757
1998-02-01,1998,2,1,NA,NA,2.5540857322526254,3.2152169584986314,NA,3.3544940697056425,NA,NA,3.4556874978254815,3.3411428501399083,NA,3.3411428501399083
1998-02-02,1998,2,2,NA,NA,2.537729714813701,3.324606879282174,NA,3.4218741085782107,NA,NA,3.5414839755350096,3.36735395408004,NA,3.36735395408004
1998-02-03,1998,2,3,NA,NA,2.5760220379942425,3.4738459854940067,NA,3.1346051017012666,NA,NA,3.4664118018454992,3.4488541053938864,NA,3.4488541053938864
1998-02-04,1998,2,4,NA,NA,2.609648085611326,3.596518968086979,NA,3.2442209841256746,NA,NA,3.4020644435633542,3.573561623359043,NA,3.573561623359043
1998-02-05,1998,2,5,NA,NA,2.5528830839115284,3.312105174049769,NA,3.3122583350136385,NA,NA,3.4235135629907356,3.393565058020172,NA,3.393565058020172
1998-02-06,1998,2,6,NA,NA,2.5080483537554166,3.2386576558093902,NA,3.0476683843192727,NA,NA,3.4771366172528633,3.288720642259646,NA,3.288720642259646
1998-02-07,1998,2,7,NA,NA,2.4673026279590364,3.155833858644708,NA,2.7868583138181697,NA,NA,3.2840945424064247,3.242851210364416,NA,3.242851210364416
1998-02-08,1998,2,8,NA,NA,2.419629647717935,2.9542438617721802,NA,2.942863255700505,NA,NA,2.9301835604672757,3.0104324371452815,NA,3.0104324371452815
1998-02-09,1998,2,9,NA,NA,2.4544583436761154,2.8917353356101567,NA,2.5109288803907788,NA,NA,2.715692110499783,2.9350755133174036,NA,2.9350755133174036
1998-02-10,1998,2,10,NA,NA,2.445462534084707,3.0159710313571795,NA,2.208540412613694,NA,NA,2.22236185228265,2.9905693349406506,NA,2.9905693349406506
1998-02-11,1998,2,11,NA,NA,2.4577295471639005,3.079260914096229,NA,2.3132259623318863,NA,NA,2.029319521742539,3.167494286536538,NA,3.167494286536538
1998-02-12,1998,2,12,NA,NA,2.5133400064562452,3.312105174049769,NA,2.609205098649103,NA,NA,2.5869973939354907,3.390288670027655,NA,3.390288670027655
1998-02-13,1998,2,13,NA,NA,2.5505258931629773,3.5097883880371707,NA,2.586525934513853,NA,NA,2.7264166702134736,3.6208644750009986,NA,3.6208644750009986
1998-02-14,1998,2,14,NA,NA,2.5125703115179427,3.0159710313571795,NA,2.5222684175537218,NA,NA,2.5869973939354907,3.3341805256558112,NA,3.3341805256558112
1998-02-15,1998,2,15,NA,NA,2.4558534157517884,2.619041890228326,NA,2.4354961193456894,NA,NA,2.329607705113233,2.804839090614876,NA,2.804839090614876
1998-02-16,1998,2,16,NA,NA,2.409431189785429,2.8901726224561055,NA,2.5600669990451768,NA,NA,2.329607705113233,2.9047689243866266,NA,2.9047689243866266
1998-02-17,1998,2,17,NA,NA,2.3800865702626512,2.929240451307371,NA,2.5143800492392603,NA,NA,2.4368533022501437,2.8771244006997696,NA,2.8771244006997696
1998-02-18,1998,2,18,NA,NA,2.4076512702406045,3.0026879695477495,NA,2.5222684447686805,NA,NA,2.3939550633953792,2.9643582310005194,NA,2.9643582310005194
1998-02-19,1998,2,19,NA,NA,2.444163673876322,3.1089524640231905,NA,2.2879174086172704,NA,NA,2.3617813842543063,3.049544318805946,NA,3.049544318805946
1998-02-20,1998,2,20,NA,NA,2.4672545220253923,3.154271145490658,NA,2.537387870289373,NA,NA,2.2759846508511052,3.079031810738594,NA,3.079031810738594
1998-02-21,1998,2,21,NA,NA,2.4773567680906106,3.3011661819714146,NA,2.4580108924291024,NA,NA,2.554823459100745,3.1183484666487913,NA,3.1183484666487913
1998-02-22,1998,2,22,NA,NA,2.460375373514315,3.4121188159090075,NA,2.360556402638638,NA,NA,3.1661241298621507,3.265785926312031,NA,3.265785926312031
1998-02-23,1998,2,23,NA,NA,2.4595575726423684,3.324606879282174,NA,2.272798001239884,NA,NA,2.2009127328552682,3.3280372981698427,NA,3.3280372981698427
1998-02-24,1998,2,24,NA,NA,2.45340001313595,3.4496239316062223,NA,2.317170220876671,NA,NA,1.8148283274687185,3.4230525499528195,NA,3.4230525499528195
1998-02-25,1998,2,25,NA,NA,2.4549394030125544,3.5613579221208402,NA,2.397533236611762,NA,NA,2.8658362021851294,3.4361581019228846,NA,3.4361581019228846
1998-02-26,1998,2,26,NA,NA,2.4811090309148343,3.5582324958127396,NA,2.2236598735138333,NA,NA,2.97308179932204,3.4513113963882738,NA,3.4513113963882738
1998-02-27,1998,2,27,NA,NA,2.4818787258531367,3.548856216888436,NA,2.412652670296942,NA,NA,2.5440988993870532,3.4457824916509017,NA,3.4457824916509017
1998-02-28,1998,2,28,NA,NA,2.510742286039475,3.535573155079006,NA,2.692361937652165,NA,NA,2.6513447522176365,3.5225728352255055,NA,3.5225728352255055
1998-03-01,1998,3,1,NA,NA,3.2177220814381933,3.7186581300335675,NA,3.4289797766092325,NA,NA,3.3656514140791445,3.5841531019769284,NA,3.5841531019769284
1998-03-02,1998,3,2,NA,NA,3.221639689921582,3.7078782245722723,NA,3.583915510051232,NA,NA,3.30690040421889,3.632198572778367,NA,3.632198572778367
1998-03-03,1998,3,3,NA,NA,3.2309227187191762,3.896526570144926,NA,3.4378332529197473,NA,NA,3.1698144810892015,3.867661086706079,NA,3.867661086706079
1998-03-04,1998,3,4,NA,NA,3.240716739927647,4.068235064278401,NA,3.3581519937479483,NA,NA,2.925018373215713,3.9433029229678476,NA,3.9433029229678476
1998-03-05,1998,3,5,NA,NA,3.248381626090798,4.191433983836053,NA,3.282897393050147,NA,NA,3.2285654909494563,4.000481003921626,NA,4.000481003921626
1998-03-06,1998,3,6,NA,NA,3.248381626090798,4.0690050575256365,NA,3.2676925839594357,NA,NA,3.4341942589161083,4.0197388992428635,NA,4.0197388992428635
1998-03-07,1998,3,7,NA,NA,3.2872170493174306,3.923476333798162,NA,3.2430568006488354,NA,NA,2.964185713122549,3.9889659737295458,NA,3.9889659737295458
1998-03-08,1998,3,8,NA,NA,3.338827282815982,3.868806813244454,NA,3.296177611765586,NA,NA,2.7781408485650756,4.075725770176772,NA,4.075725770176772
1998-03-09,1998,3,9,NA,NA,3.3413822448703656,3.8441670293329246,NA,3.3183112738566196,NA,NA,2.934810208192422,4.093196850468204,NA,4.093196850468204
1998-03-10,1998,3,10,NA,NA,3.3234975104896796,3.7456078936868034,NA,3.7434705701946256,NA,NA,3.1502308111357835,3.955612093173175,NA,3.955612093173175
1998-03-11,1998,3,11,NA,NA,3.2797224939579053,3.3638837413698943,NA,3.28732419920008,NA,NA,2.9054347032622942,3.710024294076566,NA,3.710024294076566
1998-03-12,1998,3,12,NA,NA,3.1679854867795236,3.031824153499664,NA,2.8309678659571844,NA,NA,2.6410549254353874,3.431281149426897,NA,3.431281149426897
1998-03-13,1998,3,13,NA,NA,3.079243138090596,2.491481392252281,NA,2.738408808187164,NA,NA,2.5137608372824074,3.148765839714305,NA,3.148765839714305
1998-03-14,1998,3,14,NA,NA,3.0932102639878933,2.9507823642281474,NA,2.6941414616943438,NA,NA,2.5039690023056984,3.230165191072114,NA,3.230165191072114
1998-03-15,1998,3,15,NA,NA,3.085204716217491,2.947702391239206,NA,2.690292129018197,NA,NA,2.5235526722591164,3.3336019277975257,NA,3.3336019277975257
1998-03-16,1998,3,16,NA,NA,3.016731733160007,2.9221001157686315,NA,2.738408808187164,NA,NA,2.5431365756682958,3.29746855719479,NA,3.29746855719479
1998-03-17,1998,3,17,NA,NA,3.011281147443989,2.9311475364236466,NA,2.7782494845194035,NA,NA,2.5725120805984236,3.4408108295858595,NA,3.4408108295858595
1998-03-18,1998,3,18,NA,NA,3.023544965305031,3.0556939441639592,NA,2.6897147288511705,NA,NA,2.6312630904586776,3.3494847280624636,NA,3.3494847280624636
1998-03-19,1998,3,19,NA,NA,3.030187866646428,3.15425307981008,NA,2.7826761121833115,NA,2.091095392623102,2.6214712554819686,3.4288987293871562,NA,3.4288987293871562
1998-03-20,1998,3,20,NA,NA,3.0289103856192363,3.103433525492549,NA,2.7826761121833115,NA,2.064867317242768,2.6606385953888054,3.322086897605445,NA,3.322086897605445
1998-03-21,1998,3,21,NA,NA,2.9772149867188724,2.778688873471054,NA,2.7649691818730355,NA,1.9624623358996087,2.6508467604120964,3.069748908396236,NA,3.069748908396236
1998-03-22,1998,3,22,NA,NA,2.9349729474197286,2.5536583469665324,NA,2.588669714495407,NA,2.0289966311667538,2.4452179924454436,2.8342863944685246,NA,2.8342863944685246
1998-03-23,1998,3,23,NA,NA,2.917258543842668,2.504378779143473,NA,2.4152570907152207,NA,2.027839535852872,2.3277159727249344,2.8039105389618295,NA,2.8039105389618295
1998-03-24,1998,3,24,NA,NA,2.9772149867188724,2.7873512975024513,NA,2.7826762279867454,NA,2.09726670353799,2.7781408485650756,2.9285905210415963,NA,2.9285905210415963
1998-03-25,1998,3,25,NA,NA,3.0125586284711807,2.811413586478555,NA,2.702994926318274,NA,2.0999666529282,3.1893981510426195,3.182516790277299,NA,3.182516790277299
1998-03-26,1998,3,26,NA,NA,3.0703859363020656,2.8187285223272904,NA,2.5932888701476937,NA,2.1975504236684467,2.7291814402257693,3.1898625853998333,NA,3.1898625853998333
1998-03-27,1998,3,27,NA,NA,3.157254646151112,3.103048528868931,NA,3.0792675494620645,NA,2.4953157460320914,3.4048187539859813,3.465429169996514,NA,3.465429169996514
1998-03-28,1998,3,28,NA,NA,3.268139999311366,3.2943918508069077,NA,4.022162556611642,NA,2.6758263377281275,3.9237867081188473,3.9236479576399867,NA,3.9236479576399867
1998-03-29,1998,3,29,NA,NA,3.2335628461753725,3.3800535995618364,NA,4.066429934976966,NA,2.6573124465009053,4.364419515526518,3.713597924136177,NA,3.713597924136177
1998-03-30,1998,3,30,NA,NA,3.3550938745622245,3.4453105272650295,NA,4.451555980248014,NA,2.8007952866144388,4.256709097326958,4.110072325749701,NA,4.110072325749701
1998-03-31,1998,3,31,NA,NA,3.4147948212329915,3.354643822403071,NA,5.438718155404385,NA,3.120160096580239,4.305668505666263,4.107491370706649,NA,4.107491370706649
1998-04-01,1998,4,1,NA,NA,4.5998640323586235,4.157998218219325,NA,4.64726757545888,NA,4.386507681668438,4.621550190058488,4.509052759388675,NA,4.509052759388675
1998-04-02,1998,4,2,NA,NA,4.644028742206859,4.326143772862278,NA,4.303742365157806,NA,4.1048593247140595,4.464634205187097,4.533741811789811,NA,4.533741811789811
1998-04-03,1998,4,3,NA,NA,5.008012615069306,4.497497491847466,NA,4.492838774617939,NA,4.359684061324465,4.4489426441115905,4.385209286860392,NA,4.385209286860392
1998-04-04,1998,4,4,NA,NA,5.124507453499181,4.671115797427171,NA,4.322651978798289,NA,4.265801304284896,4.284181439876934,4.8493236509495015,NA,4.8493236509495015
1998-04-05,1998,4,5,NA,NA,5.021845335512338,4.699045698759559,NA,4.073674882839169,NA,4.319448629735563,4.174340138232063,4.900095492580872,NA,4.900095492580872
1998-04-06,1998,4,6,NA,NA,4.992513301801811,4.716596244867072,NA,4.382532500405155,NA,4.3474384950021125,4.40186796088507,4.849124545688202,NA,4.849124545688202
1998-04-07,1998,4,7,NA,NA,5.018512149863414,4.9281463759049515,NA,4.8111511460571545,NA,4.444625632326332,4.535246417085039,5.074113490956625,NA,5.074113490956625
1998-04-08,1998,4,8,NA,NA,5.233169305654088,4.913237847491042,NA,5.467918812439862,NA,5.048157669456462,4.700007995436021,5.332751225384661,NA,5.332751225384661
1998-04-09,1998,4,9,NA,NA,5.348997506954179,5.56638236445991,NA,5.539172534380169,NA,5.133099092391801,4.880461134862509,5.576854275737836,NA,5.576854275737836
1998-04-10,1998,4,10,NA,NA,5.418494427734234,5.81794019200094,NA,4.647267545203444,NA,4.771951912911523,4.872615541382919,5.849429378456837,NA,5.849429378456837
1998-04-11,1998,4,11,NA,NA,5.3884957568939225,5.557135302532297,NA,4.596841793353913,NA,4.529567161483309,4.974610501315548,5.685167537884759,NA,5.685167537884759
1998-04-12,1998,4,12,NA,NA,5.4814916364988875,5.924941908591911,NA,4.861576823024485,NA,4.565332009709874,5.202138323968555,5.991789640285972,NA,5.991789640285972
1998-04-13,1998,4,13,NA,NA,5.83780918236881,6.3070908964168035,NA,5.186192374301922,NA,4.744156402128061,5.257058974790992,6.261179058824181,NA,6.261179058824181
1998-04-14,1998,4,14,NA,NA,5.876474135896322,6.163667078764004,NA,5.860636525993931,NA,4.896157003603886,5.3668999023195365,6.341617584389175,NA,6.341617584389175
1998-04-15,1998,4,15,NA,NA,5.897306546202094,5.964760889545516,NA,5.444624314900578,NA,5.257109815725727,5.390437430990959,6.150675638802965,NA,6.150675638802965
1998-04-16,1998,4,16,NA,NA,5.93580484044716,5.617335562836564,NA,5.889001044784821,NA,5.414747448273234,5.5551990093419406,6.037384745123555,NA,6.037384745123555
1998-04-17,1998,4,17,NA,NA,5.431327192482589,5.227071806381314,NA,5.898455874296639,NA,5.119687260760898,6.025946215723462,5.29810690991855,NA,5.29810690991855
1998-04-18,1998,4,18,NA,NA,5.201837360554206,4.717917253713875,NA,6.1411295347591075,NA,5.097334286010124,6.269165599451977,5.062764491062555,NA,5.062764491062555
1998-04-19,1998,4,19,NA,NA,5.201670701271761,4.44994117336259,NA,6.329540915786005,NA,5.257109859716504,6.433927177802959,5.155348437566817,NA,5.155348437566817
1998-04-20,1998,4,20,NA,NA,5.27883394904434,5.477686056174627,NA,6.260890623355993,NA,5.356629454697505,6.496693422104985,5.573071275773146,NA,5.573071275773146
1998-04-21,1998,4,21,NA,NA,5.622485389448352,5.613749967395243,NA,6.664296475529287,NA,5.60251291943454,6.818370611211031,5.598357643958181,NA,5.598357643958181
1998-04-22,1998,4,22,NA,NA,6.0204677559298165,6.088558290045827,NA,7.105521660121184,NA,6.339385614601474,6.896828790704891,6.324693637178719,NA,6.324693637178719
1998-04-23,1998,4,23,NA,NA,6.392117955784787,7.025908424626692,NA,6.76514799435607,NA,6.089809118552688,6.794833456655935,7.060586682941631,NA,7.060586682941631
1998-04-24,1998,4,24,NA,NA,6.455615142396779,7.072709880913395,NA,5.87009135550575,NA,5.285099800089266,6.24562844489688,7.0546135251026465,NA,7.0546135251026465
1998-04-25,1998,4,25,NA,NA,6.4602816023052725,6.907583775063133,NA,5.796782252518859,NA,4.8961570465217195,5.923950881674507,6.836195053457105,NA,6.836195053457105
1998-04-26,1998,4,26,NA,NA,6.578776352124503,6.749817575645052,NA,5.539172564635603,NA,5.289570382378659,5.963179971421437,6.927982578916171,NA,6.927982578916171
1998-04-27,1998,4,27,NA,NA,6.4606149208701655,6.671878053683728,NA,5.6431756287547294,NA,5.676958144504342,6.127941549772419,6.800555211684498,NA,6.800555211684498
1998-04-28,1998,4,28,NA,NA,6.3074550403021306,6.7928447209408915,NA,5.958336305137198,NA,5.830902556901631,6.261320005972387,6.521409635342614,NA,6.521409635342614
1998-04-29,1998,4,29,NA,NA,6.639107012370017,6.54826936873296,NA,6.35859064302997,NA,6.022750024774925,6.582997195078434,6.492539372454188,NA,6.492539372454188
1998-04-30,1998,4,30,NA,NA,6.393951207891695,6.19027597124959,NA,7.329285902847115,NA,6.894518757826919,6.794833456655935,6.469044951620848,NA,6.469044951620848
1998-05-01,1998,5,1,NA,NA,7.072012338989113,6.042986184123895,NA,7.672637692853072,NA,7.558283671345122,7.537118182843566,6.663348927473471,NA,6.663348927473471
