Date,HRI,HRO,YY,MM,DD
1979-12-01,NA,NA,1979,12,1
1979-12-02,NA,NA,1979,12,2
1979-12-03,NA,NA,1979,12,3
1979-12-04,NA,NA,1979,12,4
1979-12-05,NA,NA,1979,12,5
1979-12-06,NA,NA,1979,12,6
1979-12-07,NA,NA,1979,12,7
1979-12-08,NA,NA,1979,12,8
1979-12-09,NA,NA,1979,12,9
1979-12-10,NA,NA,1979,12,10
1979-12-11,NA,NA,1979,12,11
1979-12-12,NA,NA,1979,12,12
1979-12-13,NA,NA,1979,12,13
1979-12-14,NA,NA,1979,12,14
1979-12-15,NA,NA,1979,12,15
1979-12-16,NA,NA,1979,12,16
1979-12-17,NA,NA,1979,12,17
1979-12-18,NA,NA,1979,12,18
1979-12-19,NA,NA,1979,12,19
1979-12-20,NA,NA,1979,12,20
1979-12-21,NA,NA,1979,12,21
1979-12-22,NA,NA,1979,12,22
1979-12-23,NA,NA,1979,12,23
1979-12-24,NA,NA,1979,12,24
1979-12-25,NA,NA,1979,12,25
1979-12-26,NA,NA,1979,12,26
1979-12-27,NA,NA,1979,12,27
1979-12-28,NA,NA,1979,12,28
1979-12-29,NA,NA,1979,12,29
1979-12-30,NA,NA,1979,12,30
1979-12-31,NA,NA,1979,12,31
1980-01-01,NA,NA,1980,1,1
1980-01-02,NA,NA,1980,1,2
1980-01-03,NA,NA,1980,1,3
1980-01-04,NA,NA,1980,1,4
1980-01-05,NA,NA,1980,1,5
1980-01-06,NA,NA,1980,1,6
1980-01-07,NA,NA,1980,1,7
1980-01-08,NA,NA,1980,1,8
1980-01-09,NA,NA,1980,1,9
1980-01-10,NA,NA,1980,1,10
1980-01-11,NA,NA,1980,1,11
1980-01-12,NA,NA,1980,1,12
1980-01-13,NA,NA,1980,1,13
1980-01-14,NA,NA,1980,1,14
1980-01-15,NA,NA,1980,1,15
1980-01-16,NA,NA,1980,1,16
1980-01-17,NA,NA,1980,1,17
1980-01-18,NA,NA,1980,1,18
1980-01-19,NA,NA,1980,1,19
1980-01-20,NA,NA,1980,1,20
1980-01-21,NA,NA,1980,1,21
1980-01-22,NA,NA,1980,1,22
1980-01-23,NA,NA,1980,1,23
1980-01-24,NA,NA,1980,1,24
1980-01-25,NA,NA,1980,1,25
1980-01-26,NA,NA,1980,1,26
1980-01-27,NA,NA,1980,1,27
1980-01-28,NA,NA,1980,1,28
1980-01-29,NA,NA,1980,1,29
1980-01-30,NA,NA,1980,1,30
1980-01-31,NA,NA,1980,1,31
1980-02-01,NA,NA,1980,2,1
1980-02-02,NA,NA,1980,2,2
1980-02-03,NA,NA,1980,2,3
1980-02-04,NA,NA,1980,2,4
1980-02-05,NA,NA,1980,2,5
1980-02-06,NA,NA,1980,2,6
1980-02-07,NA,NA,1980,2,7
1980-02-08,NA,NA,1980,2,8
1980-02-09,NA,NA,1980,2,9
1980-02-10,NA,NA,1980,2,10
1980-02-11,NA,NA,1980,2,11
1980-02-12,NA,NA,1980,2,12
1980-02-13,NA,NA,1980,2,13
1980-02-14,NA,NA,1980,2,14
1980-02-15,NA,NA,1980,2,15
1980-02-16,NA,NA,1980,2,16
1980-02-17,NA,NA,1980,2,17
1980-02-18,NA,NA,1980,2,18
1980-02-19,NA,NA,1980,2,19
1980-02-20,NA,NA,1980,2,20
1980-02-21,NA,NA,1980,2,21
1980-02-22,NA,NA,1980,2,22
1980-02-23,NA,NA,1980,2,23
1980-02-24,NA,NA,1980,2,24
1980-02-25,NA,NA,1980,2,25
1980-02-26,NA,NA,1980,2,26
1980-02-27,NA,NA,1980,2,27
1980-02-28,NA,NA,1980,2,28
1980-02-29,NA,NA,1980,2,29
1980-03-01,NA,NA,1980,3,1
1980-03-02,NA,NA,1980,3,2
1980-03-03,NA,NA,1980,3,3
1980-03-04,NA,NA,1980,3,4
1980-03-05,NA,NA,1980,3,5
1980-03-06,NA,NA,1980,3,6
1980-03-07,NA,NA,1980,3,7
1980-03-08,NA,NA,1980,3,8
1980-03-09,NA,NA,1980,3,9
1980-03-10,NA,NA,1980,3,10
1980-03-11,NA,NA,1980,3,11
1980-03-12,NA,NA,1980,3,12
1980-03-13,NA,NA,1980,3,13
1980-03-14,NA,NA,1980,3,14
1980-03-15,NA,NA,1980,3,15
1980-03-16,NA,NA,1980,3,16
1980-03-17,NA,NA,1980,3,17
1980-03-18,NA,NA,1980,3,18
1980-03-19,NA,NA,1980,3,19
1980-03-20,NA,NA,1980,3,20
1980-03-21,NA,NA,1980,3,21
1980-03-22,NA,NA,1980,3,22
1980-03-23,NA,NA,1980,3,23
1980-03-24,NA,NA,1980,3,24
1980-03-25,NA,NA,1980,3,25
1980-03-26,NA,NA,1980,3,26
1980-03-27,NA,NA,1980,3,27
1980-03-28,NA,NA,1980,3,28
1980-03-29,NA,NA,1980,3,29
1980-03-30,NA,NA,1980,3,30
1980-03-31,NA,NA,1980,3,31
1980-04-01,NA,NA,1980,4,1
1980-04-02,NA,NA,1980,4,2
1980-04-03,NA,NA,1980,4,3
1980-04-04,NA,NA,1980,4,4
1980-04-05,NA,NA,1980,4,5
1980-04-06,NA,NA,1980,4,6
1980-04-07,NA,NA,1980,4,7
1980-04-08,NA,NA,1980,4,8
1980-04-09,NA,NA,1980,4,9
1980-04-10,NA,NA,1980,4,10
1980-04-11,NA,NA,1980,4,11
1980-04-12,NA,NA,1980,4,12
1980-04-13,NA,NA,1980,4,13
1980-04-14,NA,NA,1980,4,14
1980-04-15,NA,NA,1980,4,15
1980-04-16,NA,NA,1980,4,16
1980-04-17,NA,NA,1980,4,17
1980-04-18,NA,NA,1980,4,18
1980-04-19,NA,NA,1980,4,19
1980-04-20,NA,NA,1980,4,20
1980-04-21,NA,NA,1980,4,21
1980-04-22,NA,NA,1980,4,22
1980-04-23,NA,NA,1980,4,23
1980-04-24,NA,NA,1980,4,24
1980-04-25,NA,NA,1980,4,25
1980-04-26,NA,NA,1980,4,26
1980-04-27,NA,NA,1980,4,27
1980-04-28,NA,NA,1980,4,28
1980-04-29,NA,NA,1980,4,29
1980-04-30,NA,NA,1980,4,30
1980-05-01,NA,NA,1980,5,1
1980-05-02,NA,NA,1980,5,2
1980-05-03,NA,NA,1980,5,3
1980-05-04,NA,NA,1980,5,4
1980-05-05,NA,NA,1980,5,5
1980-05-06,NA,NA,1980,5,6
1980-05-07,NA,NA,1980,5,7
1980-05-08,NA,NA,1980,5,8
1980-05-09,NA,NA,1980,5,9
1980-05-10,NA,NA,1980,5,10
1980-05-11,NA,NA,1980,5,11
1980-05-12,NA,NA,1980,5,12
1980-05-13,NA,NA,1980,5,13
1980-05-14,NA,NA,1980,5,14
1980-05-15,NA,NA,1980,5,15
1980-05-16,NA,NA,1980,5,16
1980-05-17,NA,NA,1980,5,17
1980-05-18,NA,NA,1980,5,18
1980-05-19,NA,NA,1980,5,19
1980-05-20,NA,NA,1980,5,20
1980-05-21,NA,NA,1980,5,21
1980-05-22,NA,NA,1980,5,22
1980-05-23,NA,NA,1980,5,23
1980-05-24,NA,NA,1980,5,24
1980-05-25,NA,NA,1980,5,25
1980-05-26,NA,NA,1980,5,26
1980-05-27,NA,NA,1980,5,27
1980-05-28,NA,NA,1980,5,28
1980-05-29,NA,NA,1980,5,29
1980-05-30,NA,NA,1980,5,30
1980-05-31,NA,NA,1980,5,31
1980-06-01,NA,NA,1980,6,1
1980-06-02,NA,NA,1980,6,2
1980-06-03,NA,NA,1980,6,3
1980-06-04,NA,NA,1980,6,4
1980-06-05,NA,NA,1980,6,5
1980-06-06,NA,NA,1980,6,6
1980-06-07,NA,NA,1980,6,7
1980-06-08,NA,NA,1980,6,8
1980-06-09,NA,NA,1980,6,9
1980-06-10,NA,NA,1980,6,10
1980-06-11,NA,NA,1980,6,11
1980-06-12,NA,NA,1980,6,12
1980-06-13,NA,NA,1980,6,13
1980-06-14,NA,NA,1980,6,14
1980-06-15,NA,NA,1980,6,15
1980-06-16,NA,NA,1980,6,16
1980-06-17,NA,NA,1980,6,17
1980-06-18,NA,NA,1980,6,18
1980-06-19,NA,NA,1980,6,19
1980-06-20,NA,NA,1980,6,20
1980-06-21,NA,NA,1980,6,21
1980-06-22,NA,NA,1980,6,22
1980-06-23,NA,NA,1980,6,23
1980-06-24,NA,NA,1980,6,24
1980-06-25,NA,NA,1980,6,25
1980-06-26,NA,NA,1980,6,26
1980-06-27,NA,NA,1980,6,27
1980-06-28,NA,NA,1980,6,28
1980-06-29,NA,NA,1980,6,29
1980-06-30,NA,NA,1980,6,30
1980-07-01,NA,NA,1980,7,1
1980-07-02,NA,NA,1980,7,2
1980-07-03,NA,NA,1980,7,3
1980-07-04,NA,NA,1980,7,4
1980-07-05,NA,NA,1980,7,5
1980-07-06,NA,NA,1980,7,6
1980-07-07,NA,NA,1980,7,7
1980-07-08,NA,NA,1980,7,8
1980-07-09,NA,NA,1980,7,9
1980-07-10,NA,NA,1980,7,10
1980-07-11,NA,NA,1980,7,11
1980-07-12,NA,NA,1980,7,12
1980-07-13,NA,NA,1980,7,13
1980-07-14,NA,NA,1980,7,14
1980-07-15,NA,NA,1980,7,15
1980-07-16,NA,NA,1980,7,16
1980-07-17,NA,NA,1980,7,17
1980-07-18,NA,NA,1980,7,18
1980-07-19,NA,NA,1980,7,19
1980-07-20,NA,NA,1980,7,20
1980-07-21,NA,NA,1980,7,21
1980-07-22,NA,NA,1980,7,22
1980-07-23,NA,NA,1980,7,23
1980-07-24,NA,NA,1980,7,24
1980-07-25,NA,NA,1980,7,25
1980-07-26,NA,NA,1980,7,26
1980-07-27,NA,NA,1980,7,27
1980-07-28,NA,NA,1980,7,28
1980-07-29,NA,NA,1980,7,29
1980-07-30,NA,NA,1980,7,30
1980-07-31,NA,NA,1980,7,31
1980-08-01,NA,NA,1980,8,1
1980-08-02,NA,NA,1980,8,2
1980-08-03,NA,NA,1980,8,3
1980-08-04,NA,NA,1980,8,4
1980-08-05,NA,NA,1980,8,5
1980-08-06,NA,NA,1980,8,6
1980-08-07,NA,NA,1980,8,7
1980-08-08,NA,NA,1980,8,8
1980-08-09,NA,NA,1980,8,9
1980-08-10,NA,NA,1980,8,10
1980-08-11,NA,NA,1980,8,11
1980-08-12,NA,NA,1980,8,12
1980-08-13,NA,NA,1980,8,13
1980-08-14,NA,NA,1980,8,14
1980-08-15,NA,NA,1980,8,15
1980-08-16,NA,NA,1980,8,16
1980-08-17,NA,NA,1980,8,17
1980-08-18,NA,NA,1980,8,18
1980-08-19,NA,NA,1980,8,19
1980-08-20,NA,NA,1980,8,20
1980-08-21,NA,NA,1980,8,21
1980-08-22,NA,NA,1980,8,22
1980-08-23,NA,NA,1980,8,23
1980-08-24,NA,NA,1980,8,24
1980-08-25,NA,NA,1980,8,25
1980-08-26,NA,NA,1980,8,26
1980-08-27,NA,NA,1980,8,27
1980-08-28,NA,NA,1980,8,28
1980-08-29,NA,NA,1980,8,29
1980-08-30,NA,NA,1980,8,30
1980-08-31,NA,NA,1980,8,31
1980-09-01,NA,NA,1980,9,1
1980-09-02,NA,NA,1980,9,2
1980-09-03,NA,NA,1980,9,3
1980-09-04,NA,NA,1980,9,4
1980-09-05,NA,NA,1980,9,5
1980-09-06,NA,NA,1980,9,6
1980-09-07,NA,NA,1980,9,7
1980-09-08,NA,NA,1980,9,8
1980-09-09,NA,NA,1980,9,9
1980-09-10,NA,NA,1980,9,10
1980-09-11,NA,NA,1980,9,11
1980-09-12,NA,NA,1980,9,12
1980-09-13,NA,NA,1980,9,13
1980-09-14,NA,NA,1980,9,14
1980-09-15,NA,NA,1980,9,15
1980-09-16,NA,NA,1980,9,16
1980-09-17,NA,NA,1980,9,17
1980-09-18,NA,NA,1980,9,18
1980-09-19,NA,NA,1980,9,19
1980-09-20,NA,NA,1980,9,20
1980-09-21,NA,NA,1980,9,21
1980-09-22,NA,NA,1980,9,22
1980-09-23,NA,NA,1980,9,23
1980-09-24,NA,NA,1980,9,24
1980-09-25,NA,NA,1980,9,25
1980-09-26,NA,NA,1980,9,26
1980-09-27,NA,NA,1980,9,27
1980-09-28,NA,NA,1980,9,28
1980-09-29,NA,NA,1980,9,29
1980-09-30,NA,NA,1980,9,30
1980-10-01,NA,NA,1980,10,1
1980-10-02,NA,NA,1980,10,2
1980-10-03,NA,NA,1980,10,3
1980-10-04,NA,NA,1980,10,4
1980-10-05,NA,NA,1980,10,5
1980-10-06,NA,NA,1980,10,6
1980-10-07,NA,NA,1980,10,7
1980-10-08,NA,NA,1980,10,8
1980-10-09,NA,NA,1980,10,9
1980-10-10,NA,NA,1980,10,10
1980-10-11,NA,NA,1980,10,11
1980-10-12,NA,NA,1980,10,12
1980-10-13,NA,NA,1980,10,13
1980-10-14,NA,NA,1980,10,14
1980-10-15,NA,NA,1980,10,15
1980-10-16,NA,NA,1980,10,16
1980-10-17,NA,NA,1980,10,17
1980-10-18,NA,NA,1980,10,18
1980-10-19,NA,NA,1980,10,19
1980-10-20,NA,NA,1980,10,20
1980-10-21,NA,NA,1980,10,21
1980-10-22,NA,NA,1980,10,22
1980-10-23,NA,NA,1980,10,23
1980-10-24,NA,NA,1980,10,24
1980-10-25,NA,NA,1980,10,25
1980-10-26,NA,NA,1980,10,26
1980-10-27,NA,NA,1980,10,27
1980-10-28,NA,NA,1980,10,28
1980-10-29,NA,NA,1980,10,29
1980-10-30,NA,NA,1980,10,30
1980-10-31,NA,NA,1980,10,31
1980-11-01,NA,NA,1980,11,1
1980-11-02,NA,NA,1980,11,2
1980-11-03,NA,NA,1980,11,3
1980-11-04,NA,NA,1980,11,4
1980-11-05,NA,NA,1980,11,5
1980-11-06,NA,NA,1980,11,6
1980-11-07,NA,NA,1980,11,7
1980-11-08,NA,NA,1980,11,8
1980-11-09,NA,NA,1980,11,9
1980-11-10,NA,NA,1980,11,10
1980-11-11,NA,NA,1980,11,11
1980-11-12,NA,NA,1980,11,12
1980-11-13,NA,NA,1980,11,13
1980-11-14,NA,NA,1980,11,14
1980-11-15,NA,NA,1980,11,15
1980-11-16,NA,NA,1980,11,16
1980-11-17,NA,NA,1980,11,17
1980-11-18,NA,NA,1980,11,18
1980-11-19,NA,NA,1980,11,19
1980-11-20,NA,NA,1980,11,20
1980-11-21,NA,NA,1980,11,21
1980-11-22,NA,NA,1980,11,22
1980-11-23,NA,NA,1980,11,23
1980-11-24,NA,NA,1980,11,24
1980-11-25,NA,NA,1980,11,25
1980-11-26,NA,NA,1980,11,26
1980-11-27,NA,NA,1980,11,27
1980-11-28,NA,NA,1980,11,28
1980-11-29,NA,NA,1980,11,29
1980-11-30,NA,NA,1980,11,30
1980-12-01,NA,NA,1980,12,1
1980-12-02,NA,NA,1980,12,2
1980-12-03,NA,NA,1980,12,3
1980-12-04,NA,NA,1980,12,4
1980-12-05,NA,NA,1980,12,5
1980-12-06,NA,NA,1980,12,6
1980-12-07,NA,NA,1980,12,7
1980-12-08,NA,NA,1980,12,8
1980-12-09,NA,NA,1980,12,9
1980-12-10,NA,NA,1980,12,10
1980-12-11,NA,NA,1980,12,11
1980-12-12,NA,NA,1980,12,12
1980-12-13,NA,NA,1980,12,13
1980-12-14,NA,NA,1980,12,14
1980-12-15,NA,NA,1980,12,15
1980-12-16,NA,NA,1980,12,16
1980-12-17,NA,NA,1980,12,17
1980-12-18,NA,NA,1980,12,18
1980-12-19,NA,NA,1980,12,19
1980-12-20,NA,NA,1980,12,20
1980-12-21,NA,NA,1980,12,21
1980-12-22,NA,NA,1980,12,22
1980-12-23,NA,NA,1980,12,23
1980-12-24,NA,NA,1980,12,24
1980-12-25,NA,NA,1980,12,25
1980-12-26,NA,NA,1980,12,26
1980-12-27,NA,NA,1980,12,27
1980-12-28,NA,NA,1980,12,28
1980-12-29,NA,NA,1980,12,29
1980-12-30,NA,NA,1980,12,30
1980-12-31,NA,NA,1980,12,31
1981-01-01,NA,NA,1981,1,1
1981-01-02,NA,NA,1981,1,2
1981-01-03,NA,NA,1981,1,3
1981-01-04,NA,NA,1981,1,4
1981-01-05,NA,NA,1981,1,5
1981-01-06,NA,NA,1981,1,6
1981-01-07,NA,NA,1981,1,7
1981-01-08,NA,NA,1981,1,8
1981-01-09,NA,NA,1981,1,9
1981-01-10,NA,NA,1981,1,10
1981-01-11,NA,NA,1981,1,11
1981-01-12,NA,NA,1981,1,12
1981-01-13,NA,NA,1981,1,13
1981-01-14,NA,NA,1981,1,14
1981-01-15,NA,NA,1981,1,15
1981-01-16,NA,NA,1981,1,16
1981-01-17,NA,NA,1981,1,17
1981-01-18,NA,NA,1981,1,18
1981-01-19,NA,NA,1981,1,19
1981-01-20,NA,NA,1981,1,20
1981-01-21,NA,NA,1981,1,21
1981-01-22,NA,NA,1981,1,22
1981-01-23,NA,NA,1981,1,23
1981-01-24,NA,NA,1981,1,24
1981-01-25,NA,NA,1981,1,25
1981-01-26,NA,NA,1981,1,26
1981-01-27,NA,NA,1981,1,27
1981-01-28,NA,NA,1981,1,28
1981-01-29,NA,NA,1981,1,29
1981-01-30,NA,NA,1981,1,30
1981-01-31,NA,NA,1981,1,31
1981-02-01,NA,NA,1981,2,1
1981-02-02,NA,NA,1981,2,2
1981-02-03,NA,NA,1981,2,3
1981-02-04,NA,NA,1981,2,4
1981-02-05,NA,NA,1981,2,5
1981-02-06,NA,NA,1981,2,6
1981-02-07,NA,NA,1981,2,7
1981-02-08,NA,NA,1981,2,8
1981-02-09,NA,NA,1981,2,9
1981-02-10,NA,NA,1981,2,10
1981-02-11,NA,NA,1981,2,11
1981-02-12,NA,NA,1981,2,12
1981-02-13,NA,NA,1981,2,13
1981-02-14,NA,NA,1981,2,14
1981-02-15,NA,NA,1981,2,15
1981-02-16,NA,NA,1981,2,16
1981-02-17,NA,NA,1981,2,17
1981-02-18,NA,NA,1981,2,18
1981-02-19,NA,NA,1981,2,19
1981-02-20,NA,NA,1981,2,20
1981-02-21,NA,NA,1981,2,21
1981-02-22,NA,NA,1981,2,22
1981-02-23,NA,NA,1981,2,23
1981-02-24,NA,NA,1981,2,24
1981-02-25,NA,NA,1981,2,25
1981-02-26,NA,NA,1981,2,26
1981-02-27,NA,NA,1981,2,27
1981-02-28,NA,NA,1981,2,28
1981-03-01,NA,NA,1981,3,1
1981-03-02,NA,NA,1981,3,2
1981-03-03,NA,NA,1981,3,3
1981-03-04,NA,NA,1981,3,4
1981-03-05,NA,NA,1981,3,5
1981-03-06,NA,NA,1981,3,6
1981-03-07,NA,NA,1981,3,7
1981-03-08,NA,NA,1981,3,8
1981-03-09,NA,NA,1981,3,9
1981-03-10,NA,NA,1981,3,10
1981-03-11,NA,NA,1981,3,11
1981-03-12,NA,NA,1981,3,12
1981-03-13,NA,NA,1981,3,13
1981-03-14,NA,NA,1981,3,14
1981-03-15,NA,NA,1981,3,15
1981-03-16,NA,NA,1981,3,16
1981-03-17,NA,NA,1981,3,17
1981-03-18,NA,NA,1981,3,18
1981-03-19,NA,NA,1981,3,19
1981-03-20,NA,NA,1981,3,20
1981-03-21,NA,NA,1981,3,21
1981-03-22,NA,NA,1981,3,22
1981-03-23,NA,NA,1981,3,23
1981-03-24,NA,NA,1981,3,24
1981-03-25,NA,NA,1981,3,25
1981-03-26,NA,NA,1981,3,26
1981-03-27,NA,NA,1981,3,27
1981-03-28,NA,NA,1981,3,28
1981-03-29,NA,NA,1981,3,29
1981-03-30,NA,NA,1981,3,30
1981-03-31,NA,NA,1981,3,31
1981-04-01,NA,NA,1981,4,1
1981-04-02,NA,NA,1981,4,2
1981-04-03,NA,NA,1981,4,3
1981-04-04,NA,NA,1981,4,4
1981-04-05,NA,NA,1981,4,5
1981-04-06,NA,NA,1981,4,6
1981-04-07,NA,NA,1981,4,7
1981-04-08,NA,NA,1981,4,8
1981-04-09,NA,NA,1981,4,9
1981-04-10,NA,NA,1981,4,10
1981-04-11,NA,NA,1981,4,11
1981-04-12,NA,NA,1981,4,12
1981-04-13,NA,NA,1981,4,13
1981-04-14,NA,NA,1981,4,14
1981-04-15,NA,NA,1981,4,15
1981-04-16,NA,NA,1981,4,16
1981-04-17,NA,NA,1981,4,17
1981-04-18,NA,NA,1981,4,18
1981-04-19,NA,NA,1981,4,19
1981-04-20,NA,NA,1981,4,20
1981-04-21,NA,NA,1981,4,21
1981-04-22,NA,NA,1981,4,22
1981-04-23,NA,NA,1981,4,23
1981-04-24,NA,NA,1981,4,24
1981-04-25,NA,NA,1981,4,25
1981-04-26,NA,NA,1981,4,26
1981-04-27,NA,NA,1981,4,27
1981-04-28,NA,NA,1981,4,28
1981-04-29,NA,NA,1981,4,29
1981-04-30,NA,NA,1981,4,30
1981-05-01,NA,NA,1981,5,1
1981-05-02,NA,NA,1981,5,2
1981-05-03,NA,NA,1981,5,3
1981-05-04,NA,NA,1981,5,4
1981-05-05,NA,NA,1981,5,5
1981-05-06,NA,NA,1981,5,6
1981-05-07,NA,NA,1981,5,7
1981-05-08,NA,NA,1981,5,8
1981-05-09,NA,NA,1981,5,9
1981-05-10,NA,NA,1981,5,10
1981-05-11,NA,NA,1981,5,11
1981-05-12,NA,NA,1981,5,12
1981-05-13,NA,NA,1981,5,13
1981-05-14,NA,NA,1981,5,14
1981-05-15,NA,NA,1981,5,15
1981-05-16,NA,NA,1981,5,16
1981-05-17,NA,NA,1981,5,17
1981-05-18,NA,NA,1981,5,18
1981-05-19,NA,NA,1981,5,19
1981-05-20,NA,NA,1981,5,20
1981-05-21,NA,NA,1981,5,21
1981-05-22,NA,NA,1981,5,22
1981-05-23,NA,NA,1981,5,23
1981-05-24,NA,NA,1981,5,24
1981-05-25,NA,NA,1981,5,25
1981-05-26,NA,NA,1981,5,26
1981-05-27,NA,NA,1981,5,27
1981-05-28,NA,NA,1981,5,28
1981-05-29,NA,NA,1981,5,29
1981-05-30,NA,NA,1981,5,30
1981-05-31,NA,NA,1981,5,31
1981-06-01,NA,NA,1981,6,1
1981-06-02,NA,NA,1981,6,2
1981-06-03,NA,NA,1981,6,3
1981-06-04,NA,NA,1981,6,4
1981-06-05,NA,NA,1981,6,5
1981-06-06,NA,NA,1981,6,6
1981-06-07,NA,NA,1981,6,7
1981-06-08,NA,NA,1981,6,8
1981-06-09,NA,NA,1981,6,9
1981-06-10,NA,NA,1981,6,10
1981-06-11,NA,NA,1981,6,11
1981-06-12,NA,NA,1981,6,12
1981-06-13,NA,NA,1981,6,13
1981-06-14,NA,NA,1981,6,14
1981-06-15,NA,NA,1981,6,15
1981-06-16,NA,NA,1981,6,16
1981-06-17,NA,NA,1981,6,17
1981-06-18,NA,NA,1981,6,18
1981-06-19,NA,NA,1981,6,19
1981-06-20,NA,NA,1981,6,20
1981-06-21,NA,NA,1981,6,21
1981-06-22,NA,NA,1981,6,22
1981-06-23,NA,NA,1981,6,23
1981-06-24,NA,NA,1981,6,24
1981-06-25,NA,NA,1981,6,25
1981-06-26,NA,NA,1981,6,26
1981-06-27,NA,NA,1981,6,27
1981-06-28,NA,NA,1981,6,28
1981-06-29,NA,NA,1981,6,29
1981-06-30,NA,NA,1981,6,30
1981-07-01,NA,NA,1981,7,1
1981-07-02,NA,NA,1981,7,2
1981-07-03,NA,NA,1981,7,3
1981-07-04,NA,NA,1981,7,4
1981-07-05,NA,NA,1981,7,5
1981-07-06,NA,NA,1981,7,6
1981-07-07,NA,NA,1981,7,7
1981-07-08,NA,NA,1981,7,8
1981-07-09,NA,NA,1981,7,9
1981-07-10,NA,NA,1981,7,10
1981-07-11,NA,NA,1981,7,11
1981-07-12,NA,NA,1981,7,12
1981-07-13,NA,NA,1981,7,13
1981-07-14,NA,NA,1981,7,14
1981-07-15,NA,NA,1981,7,15
1981-07-16,NA,NA,1981,7,16
1981-07-17,NA,NA,1981,7,17
1981-07-18,NA,NA,1981,7,18
1981-07-19,NA,NA,1981,7,19
1981-07-20,NA,NA,1981,7,20
1981-07-21,NA,NA,1981,7,21
1981-07-22,NA,NA,1981,7,22
1981-07-23,NA,NA,1981,7,23
1981-07-24,NA,NA,1981,7,24
1981-07-25,NA,NA,1981,7,25
1981-07-26,NA,NA,1981,7,26
1981-07-27,NA,NA,1981,7,27
1981-07-28,NA,NA,1981,7,28
1981-07-29,NA,NA,1981,7,29
1981-07-30,NA,NA,1981,7,30
1981-07-31,NA,NA,1981,7,31
1981-08-01,NA,NA,1981,8,1
1981-08-02,NA,NA,1981,8,2
1981-08-03,NA,NA,1981,8,3
1981-08-04,NA,NA,1981,8,4
1981-08-05,NA,NA,1981,8,5
1981-08-06,NA,NA,1981,8,6
1981-08-07,NA,NA,1981,8,7
1981-08-08,NA,NA,1981,8,8
1981-08-09,NA,NA,1981,8,9
1981-08-10,NA,NA,1981,8,10
1981-08-11,NA,NA,1981,8,11
1981-08-12,NA,NA,1981,8,12
1981-08-13,NA,NA,1981,8,13
1981-08-14,NA,NA,1981,8,14
1981-08-15,NA,NA,1981,8,15
1981-08-16,NA,NA,1981,8,16
1981-08-17,NA,NA,1981,8,17
1981-08-18,NA,NA,1981,8,18
1981-08-19,NA,NA,1981,8,19
1981-08-20,NA,NA,1981,8,20
1981-08-21,NA,NA,1981,8,21
1981-08-22,NA,NA,1981,8,22
1981-08-23,NA,NA,1981,8,23
1981-08-24,NA,NA,1981,8,24
1981-08-25,NA,NA,1981,8,25
1981-08-26,NA,NA,1981,8,26
1981-08-27,NA,NA,1981,8,27
1981-08-28,NA,NA,1981,8,28
1981-08-29,NA,NA,1981,8,29
1981-08-30,NA,NA,1981,8,30
1981-08-31,NA,NA,1981,8,31
1981-09-01,NA,NA,1981,9,1
1981-09-02,NA,NA,1981,9,2
1981-09-03,NA,NA,1981,9,3
1981-09-04,NA,NA,1981,9,4
1981-09-05,NA,NA,1981,9,5
1981-09-06,NA,NA,1981,9,6
1981-09-07,NA,NA,1981,9,7
1981-09-08,NA,NA,1981,9,8
1981-09-09,NA,NA,1981,9,9
1981-09-10,NA,NA,1981,9,10
1981-09-11,NA,NA,1981,9,11
1981-09-12,NA,NA,1981,9,12
1981-09-13,NA,NA,1981,9,13
1981-09-14,NA,NA,1981,9,14
1981-09-15,NA,NA,1981,9,15
1981-09-16,NA,NA,1981,9,16
1981-09-17,NA,NA,1981,9,17
1981-09-18,NA,NA,1981,9,18
1981-09-19,NA,NA,1981,9,19
1981-09-20,NA,NA,1981,9,20
1981-09-21,NA,NA,1981,9,21
1981-09-22,NA,NA,1981,9,22
1981-09-23,NA,NA,1981,9,23
1981-09-24,NA,NA,1981,9,24
1981-09-25,NA,NA,1981,9,25
1981-09-26,NA,NA,1981,9,26
1981-09-27,NA,NA,1981,9,27
1981-09-28,NA,NA,1981,9,28
1981-09-29,NA,NA,1981,9,29
1981-09-30,NA,NA,1981,9,30
1981-10-01,NA,NA,1981,10,1
1981-10-02,NA,NA,1981,10,2
1981-10-03,NA,NA,1981,10,3
1981-10-04,NA,NA,1981,10,4
1981-10-05,NA,NA,1981,10,5
1981-10-06,NA,NA,1981,10,6
1981-10-07,NA,NA,1981,10,7
1981-10-08,NA,NA,1981,10,8
1981-10-09,NA,NA,1981,10,9
1981-10-10,NA,NA,1981,10,10
1981-10-11,NA,NA,1981,10,11
1981-10-12,NA,NA,1981,10,12
1981-10-13,NA,NA,1981,10,13
1981-10-14,NA,NA,1981,10,14
1981-10-15,NA,NA,1981,10,15
1981-10-16,NA,NA,1981,10,16
1981-10-17,NA,NA,1981,10,17
1981-10-18,NA,NA,1981,10,18
1981-10-19,NA,NA,1981,10,19
1981-10-20,NA,NA,1981,10,20
1981-10-21,NA,NA,1981,10,21
1981-10-22,NA,NA,1981,10,22
1981-10-23,NA,NA,1981,10,23
1981-10-24,NA,NA,1981,10,24
1981-10-25,NA,NA,1981,10,25
1981-10-26,NA,NA,1981,10,26
1981-10-27,NA,NA,1981,10,27
1981-10-28,NA,NA,1981,10,28
1981-10-29,NA,NA,1981,10,29
